_id,fuente,titulo,autores,abstract,clase_primaria,pag_espec,n_citaciones,citado,abstract_limpio,keywords
{'ObjectId': '639d9f106d67832e75895c50'},springer,['Design and application of adaptive PID controller based on asynchronous advantage actor–critic learning method'],"['Qifeng Sun', 'Chengze Du', 'Hongqiang Li']","['To address the problems of the slow convergence and inefficiency in the existing adaptive PID controllers, we propose a new adaptive PID controller using the asynchronous advantage actor–critic (A3C) algorithm. Firstly, the controller can train the multiple agents of the actor–critic structures in parallel exploiting the multi-thread asynchronous learning characteristics of the A3C structure. Secondly, in order to achieve the best control effect, each agent uses a multilayer neural network to approach the strategy function and value function to search the best parameter-tuning strategy in continuous action space. The simulation results indicate that our proposed controller can achieve the fast convergence and strong adaptability compared with conventional controllers.']","['Reinforcement learning', 'Asynchronous advantage actor–critic', 'Adaptive PID control', 'Stepping motor']",https://scholar.google.com/scholar?q=advantage+actor+critic+source%3Aspringer&oq=,['Citado por 13'],"['/scholar?cites=7313712638896097429&as_sdt=2005&sciodt=0,5&hl=es&oe=ASCII']","['To address the problems of the slow convergence and inefficiency in the existing adaptive PID controllers, we propose a new adaptive PID controller using the asynchronous advantage actor–critic (A3C) algorithm. Firstly, the controller can train the multiple agents of the actor–critic structures in parallel exploiting the multi-thread asynchronous learning characteristics of the A3C structure. Secondly, in order to achieve the best control effect, each agent uses a multilayer neural network to approach the strategy function and value function to search the best parameter-tuning strategy in continuous action space. The simulation results indicate that our proposed controller can achieve the fast convergence and strong adaptability compared with conventional controllers.']","[array(['adaptive pid controller', 'adaptive pid controllers',
       'asynchronous advantage actor', 'continuous action space',
       'convergence', 'inefficiency', 'multilayer neural network',
       'strategy function', 'value function'], dtype='<U28')]"
{'ObjectId': '639d9f106d67832e75895c51'},springer,['Balance Control for the First-order Inverted Pendulum Based on the Advantage Actor-critic Algorithm'],"['Yan Zheng', 'Xutong Li', 'Long Xu']","['In this paper, a control algorithm based on Advantage Actor-Critic for the classical inverted pendulum system has been proposed. To enrich the observed states which are used to control, a CNN feature-based state is proposed. The direct control and the indirect control algorithms are introduced to address different control situations, such as the situation which only physical states like angle, velocity, etc. provided or the situation which only the indirect states provided like images, etc. A comparison experiment between the direct control and the indirect control algorithms based on the Advantage Actor-Critic has been evaluated. Besides, the comparison experiment with the Deep Q-Network algorithm has been performed. The experiment results show that the proposed method achieves comparable performance with the PID control algorithm and better than the Deep Q-Network based algorithm.']","['Actor critic', 'deep Q network(DQN)', 'inverted pendulum', 'PID', 'reinforcement learning']",https://scholar.google.com/scholar?q=advantage+actor+critic+source%3Aspringer&oq=,['Citado por 6'],"['/scholar?cites=4536347427942814130&as_sdt=2005&sciodt=0,5&hl=es&oe=ASCII']","['In this paper, a control algorithm based on Advantage Actor-Critic for the classical inverted pendulum system has been proposed. To enrich the observed states which are used to control, a CNN feature-based state is proposed. The direct control and the indirect control algorithms are introduced to address different control situations, such as the situation which only physical states like angle, velocity, etc. provided or the situation which only the indirect states provided like images, etc. A comparison experiment between the direct control and the indirect control algorithms based on the Advantage Actor-Critic has been evaluated. Besides, the comparison experiment with the Deep Q-Network algorithm has been performed. The experiment results show that the proposed method achieves comparable performance with the PID control algorithm and better than the Deep Q-Network based algorithm.']","[array(['classical inverted pendulum system', 'cnn'], dtype='<U34')]"
{'ObjectId': '639d9f116d67832e75895c52'},springer,['Attention-based advantage actor-critic algorithm with prioritized experience replay for complex 2-D robotic motion planning'],"['Chengmin Zhou', 'Bingding Huang', 'Pasi Fränti']","['Robotic motion planning in dense and dynamic indoor scenarios constantly challenges the researchers because of the motion unpredictability of obstacles. Recent progress in reinforcement learning enables robots to better cope with the dense and unpredictable obstacles by encoding complex features of the robot and obstacles into the encoders like the ', ' (LSTM). Then these features are learned by the robot using reinforcement learning algorithms, such as the deep Q network and asynchronous advantage actor critic algorithm. However, existing methods depend heavily on expert experiences to enhance the convergence speed of the networks by initializing them via imitation learning. Moreover, those approaches based on LSTM to encode the obstacle features are not always efficient and robust enough, therefore sometimes causing the network overfitting in training. This paper focuses on the advantage actor critic algorithm and introduces an ', ' to improve the performance of existing algorithm from two perspectives. First, LSTM encoder is replaced by a robust encoder ', ' to better interpret the complex features of the robot and obstacles. Second, the robot learns from its past prioritized experiences to initialize the networks of the advantage actor-critic algorithm. This is achieved by applying the ', ' method, which makes the best of past useful experiences to improve the convergence speed. As results, the network based on our algorithm takes only around 15% and 30% experiences to get rid of the early-stage training without the expert experiences in cases with five and ten obstacles, respectively. Then it converges faster to a better reward with less experiences (near 45% and 65% of experiences in cases with ten and five obstacles respectively) when comparing with the baseline LSTM-based advantage actor critic algorithm. Our source code is freely available at the GitHub (', ').']","['Motion planning', 'Path planning', 'Reinforcement learning', 'Intelligent robot', 'Deep learning']",https://scholar.google.com/scholar?q=advantage+actor+critic+source%3Aspringer&oq=,[],[],"['Robotic motion planning in dense and dynamic indoor scenarios constantly challenges the researchers because of the motion unpredictability of obstacles. Recent progress in reinforcement learning enables robots to better cope with the dense and unpredictable obstacles by encoding complex features of the robot and obstacles into the encoders like the ', ' (LSTM). Then these features are learned by the robot using reinforcement learning algorithms, such as the deep Q network and asynchronous advantage actor critic algorithm. However, existing methods depend heavily on expert experiences to enhance the convergence speed of the networks by initializing them via imitation learning. Moreover, those approaches based on LSTM to encode the obstacle features are not always efficient and robust enough, therefore sometimes causing the network overfitting in training. This paper focuses on the advantage actor critic algorithm and introduces an ', ' to improve the performance of existing algorithm from two perspectives. First, LSTM encoder is replaced by a robust encoder ', ' to better interpret the complex features of the robot and obstacles. Second, the robot learns from its past prioritized experiences to initialize the networks of the advantage actor-critic algorithm. This is achieved by applying the ', ' method, which makes the best of past useful experiences to improve the convergence speed. As results, the network based on our algorithm takes only around 15% and 30% experiences to get rid of the early-stage training without the expert experiences in cases with five and ten obstacles, respectively. Then it converges faster to a better reward with less experiences (near 45% and 65% of experiences in cases with ten and five obstacles respectively) when comparing with the baseline LSTM-based advantage actor critic algorithm. Our source code is freely available at the GitHub (', ').']","[array(['reinforcement learning', 'robotic motion planning'], dtype='<U23'), array(['advantage actor critic algorithm',
       'asynchronous advantage actor critic algorithm',
       'convergence speed', 'deep q network', 'expert experiences',
       'imitation learning', 'lstm', 'reinforcement learning algorithms'],
      dtype='<U45'), array(['encoder', 'lstm'], dtype='<U7'), array([], dtype=float64), array(['##th', 'actor', 'convergence speed', 'source code'], dtype='<U17'), array([], dtype=float64)]"
{'ObjectId': '639d9f116d67832e75895c53'},springer,['Robustness Assessment of Asynchronous Advantage Actor-Critic Based on Dynamic Skewness and Sparseness Computation: A Parallel Computing View'],"['Tong Chen', 'Ji-Qiang Liu', 'Gang Li']","[""Reinforcement learning as autonomous learning is greatly driving artificial intelligence (AI) development to practical applications. Having demonstrated the potential to significantly improve synchronously parallel learning, the parallel computing based asynchronous advantage actor-critic (A3C) opens a new door for reinforcement learning. Unfortunately, the acceleration's inuence on A3C robustness has been largely overlooked. In this paper, we perform the first robustness assessment of A3C based on parallel computing. By perceiving the policy’s action, we construct a global matrix of action probability deviation and define two novel measures of skewness and sparseness to form an integral robustness measure. Based on such static assessment, we then develop a dynamic robustness assessing algorithm through situational whole-space state sampling of changing episodes. Extensive experiments with different combinations of agent number and learning rate are implemented on an A3C-based pathfinding application, demonstrating that our proposed robustness assessment can effectively measure the robustness of A3C, which can achieve an accuracy of 83.3%.""]","['robustness assessment', 'skewness', 'sparseness', 'asynchronous advantage actor-critic', 'reinforcement learning']",https://scholar.google.com/scholar?q=advantage+actor+critic+source%3Aspringer&oq=,['Citado por 2'],"['/scholar?cites=16266676036675648691&as_sdt=2005&sciodt=0,5&hl=es&oe=ASCII']","[""Reinforcement learning as autonomous learning is greatly driving artificial intelligence (AI) development to practical applications. Having demonstrated the potential to significantly improve synchronously parallel learning, the parallel computing based asynchronous advantage actor-critic (A3C) opens a new door for reinforcement learning. Unfortunately, the acceleration's inuence on A3C robustness has been largely overlooked. In this paper, we perform the first robustness assessment of A3C based on parallel computing. By perceiving the policy’s action, we construct a global matrix of action probability deviation and define two novel measures of skewness and sparseness to form an integral robustness measure. Based on such static assessment, we then develop a dynamic robustness assessing algorithm through situational whole-space state sampling of changing episodes. Extensive experiments with different combinations of agent number and learning rate are implemented on an A3C-based pathfinding application, demonstrating that our proposed robustness assessment can effectively measure the robustness of A3C, which can achieve an accuracy of 83.3%.""]","[array(['action probability deviation', 'artificial intelligence',
       'autonomous learning', 'changing episodes',
       'dynamic robustness assessing algorithm', 'experiments',
       'global matrix', 'integral robustness measure', 'learning rate',
       'novel measures', 'parallel computing', 'parallel learning',
       'reinforcement learning', 'robustness', 'robustness assessment',
       'skewness', 'sparseness', 'static assessment'], dtype='<U38')]"
{'ObjectId': '639d9f116d67832e75895c54'},springer,['A Prioritized objective actor-critic method for deep reinforcement learning'],"['Ngoc Duy Nguyen', 'Thanh Thi Nguyen', 'Saeid Nahavandi']","['An increasing number of complex problems have naturally posed significant challenges in decision-making theory and reinforcement learning practices. These problems often involve multiple conflicting reward signals that inherently cause agents’ poor exploration in seeking a specific goal. In extreme cases, the agent gets stuck in a sub-optimal solution and starts behaving harmfully. To overcome such obstacles, we introduce two actor-critic deep reinforcement learning methods, namely ', ' (MCSP) and ', ' (SCMP), which can adjust agent behaviors to efficiently achieve a designated goal by adopting a weighted-sum scalarization of different objective functions. In particular, MCSP creates a human-centric policy that corresponds to a predefined priority weight of different objectives. Whereas, SCMP is capable of generating a mixed policy based on a set of priority weights, ', ', the generated policy uses the knowledge of different policies (each policy corresponds to a priority weight) to dynamically prioritize objectives in real time. We examine our methods by using the ', ' (A3C) algorithm to utilize the multithreading mechanism for dynamically balancing training intensity of different policies into a single network. Finally, simulation results show that MCSP and SCMP significantly outperform A3C with respect to the mean of total rewards in two complex problems: Food Collector and Seaquest.']","['Deep learning', 'Reinforcement learning', 'Learning systems', 'Multi-objective optimization', 'Actor-critic architecture']",https://scholar.google.com/scholar?q=advantage+actor+critic+source%3Aspringer&oq=,['Citado por 9'],"['/scholar?cites=5780159474260208219&as_sdt=2005&sciodt=0,5&hl=es&oe=ASCII']","['An increasing number of complex problems have naturally posed significant challenges in decision-making theory and reinforcement learning practices. These problems often involve multiple conflicting reward signals that inherently cause agents’ poor exploration in seeking a specific goal. In extreme cases, the agent gets stuck in a sub-optimal solution and starts behaving harmfully. To overcome such obstacles, we introduce two actor-critic deep reinforcement learning methods, namely ', ' (MCSP) and ', ' (SCMP), which can adjust agent behaviors to efficiently achieve a designated goal by adopting a weighted-sum scalarization of different objective functions. In particular, MCSP creates a human-centric policy that corresponds to a predefined priority weight of different objectives. Whereas, SCMP is capable of generating a mixed policy based on a set of priority weights, ', ', the generated policy uses the knowledge of different policies (each policy corresponds to a priority weight) to dynamically prioritize objectives in real time. We examine our methods by using the ', ' (A3C) algorithm to utilize the multithreading mechanism for dynamically balancing training intensity of different policies into a single network. Finally, simulation results show that MCSP and SCMP significantly outperform A3C with respect to the mean of total rewards in two complex problems: Food Collector and Seaquest.']","[array(['conflicting reward signals', 'deep', 'reinforcement learning'],
      dtype='<U26'), array([], dtype=float64), array(['behaviors', 'mc', 'scmp'], dtype='<U9'), array([], dtype=float64), array(['food collector', 'seaquest', 'training intensity'], dtype='<U18')]"
{'ObjectId': '639d9f116d67832e75895c55'},springer,['Deep Reinforcement Learning in VizDoom via DQN and Actor-Critic Agents'],"['Maria Bakhanova', 'Ilya Makarov']","['In this work, we study the problem of learning reinforcement learning-based agents in a first-person shooter environment VizDoom. We compare several well-known architectures, such as DQN, DDQN, A3C, and Curiosity-driven model, while highlighting the main differences in learned policies of agents trained via these models.\n']","['Deep reinforcement learning', 'DQN', 'A3C', 'A2C', 'VizDoom']",https://scholar.google.com/scholar?q=advantage+actor+critic+source%3Aspringer&oq=,['Citado por 6'],"['/scholar?cites=7478719658550434890&as_sdt=2005&sciodt=0,5&hl=es&oe=ASCII']","['In this work, we study the problem of learning reinforcement learning-based agents in a first-person shooter environment VizDoom. We compare several well-known architectures, such as DQN, DDQN, A3C, and Curiosity-driven model, while highlighting the main differences in learned policies of agents trained via these models.\n']","[array(['##n', '##qn', 'reinforcement learning'], dtype='<U22')]"
{'ObjectId': '639d9f116d67832e75895c56'},springer,['Application of the asynchronous advantage actor–critic machine learning algorithm to real-time accelerator tuning'],"['Yun Zou', 'Qing-Zi Xing', 'Xue-Wu Wang']","['This paper describes a real-time beam tuning method with an improved asynchronous advantage actor–critic (A3C) algorithm for accelerator systems. The operating parameters of devices are usually inconsistent with the predictions of physical designs because of errors in mechanical matching and installation. Therefore, parameter optimization methods such as pointwise scanning, evolutionary algorithms (EAs), and robust conjugate direction search are widely used in beam tuning to compensate for this inconsistency. However, it is difficult for them to deal with a large number of discrete local optima. The A3C algorithm, which has been applied in the automated control field, provides an approach for improving multi-dimensional optimization. The A3C algorithm is introduced and improved for the real-time beam tuning code for accelerators. Experiments in which optimization is achieved by using pointwise scanning, the genetic algorithm (one kind of EAs), and the A3C-algorithm are conducted and compared to optimize the currents of four steering magnets and two solenoids in the low-energy beam transport section (LEBT) of the Xi’an Proton Application Facility. Optimal currents are determined when the highest transmission of a radio frequency quadrupole (RFQ) accelerator downstream of the LEBT is achieved. The optimal work points of the tuned accelerator were obtained with currents of 0 A, 0 A, 0 A, and 0.1 A, for the four steering magnets, and 107 A and 96 A for the two solenoids. Furthermore, the highest transmission of the RFQ was 91.2%. Meanwhile, the lower time required for the optimization with the A3C algorithm was successfully verified. Optimization with the A3C algorithm consumed 42% and 78% less time than pointwise scanning with random initialization and pre-trained initialization of weights, respectively.']","['Real-time beam tuning', 'Parameter optimization', 'Asynchronous advantage actor–critic algorithm', 'Low-energy beam transport']",https://scholar.google.com/scholar?q=advantage+actor+critic+source%3Aspringer&oq=,['Citado por 5'],"['/scholar?cites=51620255185177627&as_sdt=2005&sciodt=0,5&hl=es&oe=ASCII']","['This paper describes a real-time beam tuning method with an improved asynchronous advantage actor–critic (A3C) algorithm for accelerator systems. The operating parameters of devices are usually inconsistent with the predictions of physical designs because of errors in mechanical matching and installation. Therefore, parameter optimization methods such as pointwise scanning, evolutionary algorithms (EAs), and robust conjugate direction search are widely used in beam tuning to compensate for this inconsistency. However, it is difficult for them to deal with a large number of discrete local optima. The A3C algorithm, which has been applied in the automated control field, provides an approach for improving multi-dimensional optimization. The A3C algorithm is introduced and improved for the real-time beam tuning code for accelerators. Experiments in which optimization is achieved by using pointwise scanning, the genetic algorithm (one kind of EAs), and the A3C-algorithm are conducted and compared to optimize the currents of four steering magnets and two solenoids in the low-energy beam transport section (LEBT) of the Xi’an Proton Application Facility. Optimal currents are determined when the highest transmission of a radio frequency quadrupole (RFQ) accelerator downstream of the LEBT is achieved. The optimal work points of the tuned accelerator were obtained with currents of 0 A, 0 A, 0 A, and 0.1 A, for the four steering magnets, and 107 A and 96 A for the two solenoids. Furthermore, the highest transmission of the RFQ was 91.2%. Meanwhile, the lower time required for the optimization with the A3C algorithm was successfully verified. Optimization with the A3C algorithm consumed 42% and 78% less time than pointwise scanning with random initialization and pre-trained initialization of weights, respectively.']","[array(['accelerator systems', 'asynchronous advantage',
       'conjugate direction search', 'discrete local optima',
       'evolutionary algorithms', 'inconsistency', 'mechanical matching',
       'operating parameters', 'optimal', 'pointwise scanning',
       'proton application facility', 'radio frequency quadrupole',
       'random initialization', 'solenoids', 'steering magnets'],
      dtype='<U27')]"
{'ObjectId': '639d9f116d67832e75895c57'},springer,['Natural Actor-Critic'],"['Jan Peters', 'Sethu Vijayakumar', 'Stefan Schaal']","['This paper investigates a novel model-free reinforcement learning architecture, the Natural Actor-Critic. The actor updates are based on stochastic policy gradients employing Amari’s natural gradient approach, while the critic obtains both the natural policy gradient and additional parameters of a value function simultaneously by linear regression. We show that actor improvements with natural policy gradients are particularly appealing as these are independent of coordinate frame of the chosen policy representation, and can be estimated more efficiently than regular policy gradients. The critic makes use of a special basis function parameterization motivated by the policy-gradient compatible function approximation. We show that several well-known reinforcement learning methods such as the original Actor-Critic and Bradtke’s Linear Quadratic Q-Learning are in fact Natural Actor-Critic algorithms. Empirical evaluations illustrate the effectiveness of our techniques in comparison to previous methods, and also demonstrate their applicability for learning control on an anthropomorphic robot arm.']","['Reinforcement Learning', 'Fisher Information Matrix', 'Natural Gradient', 'Imitation Learning', 'Motor Primitive']",https://scholar.google.com/scholar?q=advantage+actor+critic+source%3Aspringer&oq=,['Citado por 290'],"['/scholar?cites=9477490257951164486&as_sdt=2005&sciodt=0,5&hl=es&oe=ASCII']","['This paper investigates a novel model-free reinforcement learning architecture, the Natural Actor-Critic. The actor updates are based on stochastic policy gradients employing Amari’s natural gradient approach, while the critic obtains both the natural policy gradient and additional parameters of a value function simultaneously by linear regression. We show that actor improvements with natural policy gradients are particularly appealing as these are independent of coordinate frame of the chosen policy representation, and can be estimated more efficiently than regular policy gradients. The critic makes use of a special basis function parameterization motivated by the policy-gradient compatible function approximation. We show that several well-known reinforcement learning methods such as the original Actor-Critic and Bradtke’s Linear Quadratic Q-Learning are in fact Natural Actor-Critic algorithms. Empirical evaluations illustrate the effectiveness of our techniques in comparison to previous methods, and also demonstrate their applicability for learning control on an anthropomorphic robot arm.']","[array(['anthropomorphic robot arm', 'coordinate frame',
       'linear regression', 'natural policy gradient',
       'natural policy gradients', 'policy representation',
       'reinforcement learning',
       'special basis function parameterization',
       'stochastic policy gradients', 'value function'], dtype='<U39')]"
{'ObjectId': '639d9f126d67832e75895c58'},springer,['Optimal fractional-order PID controller based on fractional-order actor-critic algorithm'],"['Raafat Shalaby', 'Mohammad El-Hossainy', 'Tarek A. Mahmoud']","['In this paper, an online optimization approach of a fractional-order PID controller based on a fractional-order actor-critic algorithm (FOPID-FOAC) is proposed. The proposed FOPID-FOAC scheme exploits the advantages of the FOPID controller and FOAC approaches to improve the performance of nonlinear systems. The proposed FOAC is built by developing a FO-based learning approach for the actor-critic neural network with adaptive learning rates. Moreover, a FO rectified linear unit (RLU) is introduced to enable the AC neural network to define and optimize its own activation function. By the means of the Lyapunov theorem, the convergence and the stability analysis of the proposed algorithm are investigated. The FO operators for the FOAC learning algorithm are obtained using the gray wolf optimization (GWO) algorithm. The effectiveness of the proposed approach is proven by extensive simulations based on the tracking problem of the two degrees of freedom (2-DOF) helicopter system and the stabilization issue of the inverted pendulum (IP) system. Moreover, the performance of the proposed algorithm is compared against optimized FOPID control approaches in different system conditions, namely when the system is subjected to parameter uncertainties and external disturbances. The performance comparison is conducted in terms of two types of performance indices, the error performance indices, and the time response performance indices. The first one includes the integral absolute error (IAE), and the integral squared error (ISE), whereas the second type involves the rising time, the maximum overshoot (Max. OS), and the settling time. The simulation results explicitly indicate the high effectiveness of the proposed FOPID-FOAC controller in terms of the two types of performance measurements under different scenarios compared with the other control algorithms.']","['Fractional-order PID controller', 'Reinforcement learning', 'Actor-critic algorithm', 'Gray wolf optimization', 'Lyapunov theorem']",https://scholar.google.com/scholar?q=advantage+actor+critic+source%3Aspringer&oq=,['Citado por 1'],"['/scholar?cites=4924380534535514723&as_sdt=2005&sciodt=0,5&hl=es&oe=ASCII']","['In this paper, an online optimization approach of a fractional-order PID controller based on a fractional-order actor-critic algorithm (FOPID-FOAC) is proposed. The proposed FOPID-FOAC scheme exploits the advantages of the FOPID controller and FOAC approaches to improve the performance of nonlinear systems. The proposed FOAC is built by developing a FO-based learning approach for the actor-critic neural network with adaptive learning rates. Moreover, a FO rectified linear unit (RLU) is introduced to enable the AC neural network to define and optimize its own activation function. By the means of the Lyapunov theorem, the convergence and the stability analysis of the proposed algorithm are investigated. The FO operators for the FOAC learning algorithm are obtained using the gray wolf optimization (GWO) algorithm. The effectiveness of the proposed approach is proven by extensive simulations based on the tracking problem of the two degrees of freedom (2-DOF) helicopter system and the stabilization issue of the inverted pendulum (IP) system. Moreover, the performance of the proposed algorithm is compared against optimized FOPID control approaches in different system conditions, namely when the system is subjected to parameter uncertainties and external disturbances. The performance comparison is conducted in terms of two types of performance indices, the error performance indices, and the time response performance indices. The first one includes the integral absolute error (IAE), and the integral squared error (ISE), whereas the second type involves the rising time, the maximum overshoot (Max. OS), and the settling time. The simulation results explicitly indicate the high effectiveness of the proposed FOPID-FOAC controller in terms of the two types of performance measurements under different scenarios compared with the other control algorithms.']","[array(['##oa', '##op', 'ac neural network', 'activation function',
       'adaptive learning rates', 'effectiveness',
       'external disturbances', 'fo operators',
       'fo rectified linear unit', 'foac learning algorithm', 'fop',
       'freedom', 'gray wolf optimization', 'integral absolute error',
       'integral squared error', 'inverted pendulum', 'ip',
       'lyapunov theorem', 'maximum overshoot', 'nonlinear systems',
       'online optimization approach', 'performance indices',
       'performance measurements', 'simulation results',
       'stability analysis', 'stabilization issue',
       'time response performance', 'tracking problem'], dtype='<U28')]"
{'ObjectId': '639d9f126d67832e75895c59'},springer,"['Evaluate, explain, and explore the state more exactly: an improved Actor-Critic algorithm for complex environment']","['ZhongYi Zha', 'Bo Wang', 'XueSong Tang']","['This paper proposes an Advanced Actor-Critic algorithm, which is improved based on the conventional Actor-Critic algorithm, to train the agent to play the complex strategy game StarCraft II. A series of advanced features have been incorporated, including the distributional advantage estimation, information entropy-based uncertainty estimation, self-confidence-based exploration, and normal constraint-based update strategy.\n A case study including seven StarCraft II mini-games is investigated to identify the effectiveness of the proposed approach, where the famous A3C algorithm is adopted as the comparative baseline. The results verify the superiority of the improved algorithm in accuracy and training efficacy, in complex environment with high-dimensional and hybrid state and action space.\n']","['Deep reinforcement learning', 'Video game AI', 'Advanced actor-critic', 'Distributional advantage estimation', 'Normal constraint']",https://scholar.google.com/scholar?q=advantage+actor+critic+source%3Aspringer&oq=,['Citado por 2'],"['/scholar?cites=2846085149721688035&as_sdt=2005&sciodt=0,5&hl=es&oe=ASCII']","['This paper proposes an Advanced Actor-Critic algorithm, which is improved based on the conventional Actor-Critic algorithm, to train the agent to play the complex strategy game StarCraft II. A series of advanced features have been incorporated, including the distributional advantage estimation, information entropy-based uncertainty estimation, self-confidence-based exploration, and normal constraint-based update strategy.\n A case study including seven StarCraft II mini-games is investigated to identify the effectiveness of the proposed approach, where the famous A3C algorithm is adopted as the comparative baseline. The results verify the superiority of the improved algorithm in accuracy and training efficacy, in complex environment with high-dimensional and hybrid state and action space.\n']","[array(['action space', 'distributional advantage estimation',
       'hybrid state', 'training efficacy'], dtype='<U35')]"
{'ObjectId': '639d9f126d67832e75895c5a'},SSRN,['Cooperative Traffic Signal Control Through AÂ\xa0 Counterfactual Multi-Agent Deep Actor Critic Approach'],"['Xiang Song', 'Bin Zhou', 'Dongfang Ma']","['Signal control has been effective to alleviate urban traffic congestion. Massive related works about signal timing optimization have been proposed and led to many signal control methods and systems. In recent years, reinforcement learning (RL) algorithms have attracted the increasing attention of researchers in the area of signal control optimization, since they can learn the optimal timing policy themselves by analyzing changing patterns between the traffic condition and signal timing plans. Multi-intersection traffic signal control problems face more challenges than classical single intersection problems such as the dimensionality issue as the joint action space of multiple agents grows exponentially with the number of intersections. The existing state-of-art multi-agent reinforcement learning algorithms developed for other areas may not suit well with traffic signal control given the complex spatial-temporal nature of traffic flows. In this paper, we propose a novel multi-agent counterfactual actor-critic with scheduler (MACS) framework for multiple interactions. In this method, decentralized actors control the traffic signals and the centralized critic combines recurrent policies with feed-forward critics. Additionally, a scheduler module that exchanges information among agents helps the individual agent better understand the entire environment. The proposed method was evaluated using simulation experiments based on a real-world urban street network in Shenzhen, China. Results showed that the proposed method outperforms the classic model-based method and several existing RL-based methods according to different measures such as queue length, average delay time, and throughput. ']",[],https://scholar.google.com/scholar?q=advantage+actor+critic+source%3ASSRN&oq=,[],[],"['Signal control has been effective to alleviate urban traffic congestion. Massive related works about signal timing optimization have been proposed and led to many signal control methods and systems. In recent years, reinforcement learning (RL) algorithms have attracted the increasing attention of researchers in the area of signal control optimization, since they can learn the optimal timing policy themselves by analyzing changing patterns between the traffic condition and signal timing plans. Multi-intersection traffic signal control problems face more challenges than classical single intersection problems such as the dimensionality issue as the joint action space of multiple agents grows exponentially with the number of intersections. The existing state-of-art multi-agent reinforcement learning algorithms developed for other areas may not suit well with traffic signal control given the complex spatial-temporal nature of traffic flows. In this paper, we propose a novel multi-agent counterfactual actor-critic with scheduler (MACS) framework for multiple interactions. In this method, decentralized actors control the traffic signals and the centralized critic combines recurrent policies with feed-forward critics. Additionally, a scheduler module that exchanges information among agents helps the individual agent better understand the entire environment. The proposed method was evaluated using simulation experiments based on a real-world urban street network in Shenzhen, China. Results showed that the proposed method outperforms the classic model-based method and several existing RL-based methods according to different measures such as queue length, average delay time, and throughput. ']","[array(['average delay time',
       'centralized critic combines recurrent policies', 'china',
       'decentralized actors control', 'experiments',
       'optimal timing policy', 'queue', 'reinforcement learning',
       'scheduler', 'scheduler module', 'shenzhen', 'signal control',
       'signal control methods', 'signal control optimization',
       'signal timing optimization', 'signal timing plans', 'throughput',
       'traffic flows', 'traffic signal control',
       'urban traffic congestion'], dtype='<U46')]"
{'ObjectId': '639d9f126d67832e75895c5b'},SSRN,['Deep Reinforcement Learning - Masterclass 6 - Actor Critic Methods'],"['Eric Benhamou', 'David Saltiel']","[""Episode 6 of 24 lectures on Deep Reinforcement Learning, that is part of the Syllabus of Dauphine PSL's Master Programm IASD, this lecture presents Actor-Critic Algorithms and their implementations. ""]",[],https://scholar.google.com/scholar?q=advantage+actor+critic+source%3ASSRN&oq=,[],[],"[""Episode 6 of 24 lectures on Deep Reinforcement Learning, that is part of the Syllabus of Dauphine PSL's Master Programm IASD, this lecture presents Actor-Critic Algorithms and their implementations. ""]","[array(['deep reinforcement learning'], dtype='<U27')]"
