identifier,language,title,genre,abstract,subjects
doi:10.1007/978-3-031-11447-2_1,en,"Trustworthiness and Well-Being: The Ethical, Legal, and Social Challenge of Robotic Assistance",OriginalPaper,"If a technology lacks social acceptance, it cannot realize dissemination into society. The chapter thus illuminates the ethical, legal, and social implications of robotic assistance in care and daily life. It outlines a conceptual framework and identifies patterns of trust in human–robot interaction. The analysis relates trust in robotic assistance and its anticipated use to open-mindedness toward technical innovation and reports evidence that this self-image unfolds its psychological impact on accepting robotic assistance through the imagined well-being that scenarios of future human–robot interaction evoke in people today. All findings come from the population survey of the Bremen AI Delphi study.","['Social Sciences', 'Sociology, general', 'Nursing Ethics', 'Artificial Intelligence', 'Social Policy', 'Politics of the Welfare State', 'Social Work and Community Development']"
doi:10.1007/978-3-031-11128-0_9,en,Analysis of Redundancy and Elasticity of Actuators in Hopping Control of Bipedal Robot CARL Based on SLIP Model,OriginalPaper,"Bipedal robotics strives to replicate human motion and locomotive skills. In [ 38 ], the authors elegantly emphasize the notion of embodiment in shaping biological intelligence. The embodiment essentially means that the design of control and body are intertwined. Bipedal control can be enhanced by an intelligent mechanical design that merges the technical characteristics of the robotic system with the insight provided by biomechanical studies.","['Engineering', 'Robotics and Automation', 'Engineering Design', 'Industrial and Production Engineering']"
doi:10.1007/978-3-031-20141-7_52,en,Automation of the Pneumatic Impulse Mandreling Technological Process,OriginalPaper,"At most enterprises, fundamental technologies remain undeveloped, without which the transition to digital/smart enterprises is impossible. Manufacturers are not able to rebuild their organizational structure and change long-standing traditions. The transition should be carried out by upgrading equipment, supplementing existing equipment or replacing it completely. That is why the purpose of this paper is to develop an addition to the existing multifunctional robotic complexes in the form of a power unit. The power unit itself is a variant of automation of an existing manual device that can work in a new generation enterprise. During the processing of holes in airplane structures by the proposed device, the junction (elastic clamp), which connects it with the robot, feels the load. This device can facilitate the work of the foreman in the shop and facilitate the transition to digital manufacturing. The article discusses three schematic diagrams that ensure the connection of the power unit with the robot and a description of its operation during the mandreling process.","['Engineering', 'Computational Intelligence', 'Transportation Technology and Traffic Engineering', 'Manufacturing, Machines, Tools, Processes']"
doi:10.1007/978-981-19-1029-6_25,en,The Use of BIM for Robotic 3D Concrete Printing,OriginalPaper,"Digitization has proven its added value to the construction industry, particularly through Building Information Modeling (BIM). This digital shift addresses all phases and aspects of construction projects. Additive manufacturing (AM) through 3D Concrete Printing (3DCP), is one of the most remarkable technologies which development has accelerated in recent years. BIM and 3DCP are evolving in parallel, though, and the potential for their integrated use or convergence has not yet been sufficiently studied. Indeed, the association of these two systems faces challenges in terms of interoperability. This concept is not only limited to the ability to exchange information between two software, but also concerns the procedural, organizational and contextual aspects of these systems. Nevertheless, design process has evolved with the help of computational design tools and recent developments such as Rhino.Inside.Revit and Speckle. This study aims to streamline the use of BIM in the 3DCP process. An overview of the technological interoperability between these two systems is presented. The necessary approaches to be used in concrete additive manufacturing applied to construction are defined. Finally, this research suggests the optimal approach for the application of BIM to 3DCP and identifies the obstacles encountered through a case study. Possible development paths for a better adoption of BIM in 3D concrete printing are identified.","['Engineering', 'Building Materials', 'Geoengineering, Foundations, Hydraulics', 'Transportation Technology and Traffic Engineering', 'Environment, general']"
doi:10.1007/978-981-19-3866-5_43,en,Developments in Fusion Deposition Modelling Process Using Industrial Robot,OriginalPaper,"Fused deposition modelling (FDM) is an additive manufacturing process, where the material is deposited in horizontal layers, one on another to create a 3D object. In the conventional FDM process, the extruder head moves in two directions simultaneously to deposit one layer over a horizontal printing platform (heat bed) and the printing platform moves vertically downwards by a small amount (equal to layer thickness) to facilitate the deposition of the next layer. In conventional FDM machines, due to limited degrees of freedom, change in extruder orientation and printing on inclined planes are not possible. Recently, industrial robots are used to overcome these limitations using extruder as end effector. This paper reviewed various strategies adopted for conventions FDM and robotic FDM process to overcome various limitations. The major advantages of the FDM process with the robot are printing is possible on the inclined plane, multiple planes and curved surfaces without staircase effect.","['Engineering', 'Machinery and Machine Elements', 'Industrial and Production Engineering', 'Robotics and Automation']"
doi:10.1007/978-3-031-08927-5_3,en,Surgical Approach Comparisons in Total Hip Arthroplasty,OriginalPaper,"This article comprises a variety of comparisons between the several approaches employed for total hip arthroplasty (THA), highlighting both the strengths and weaknesses attributed to each approach. Moreover, it provides additional information regarding staged and simultaneous bilateral THA, as well as the most suitable methods for the treatment of femoral fractures in the elderly Elderly . Most of the comparisons included in this work provide details that juxtapose one of the most utilized surgical approaches, the DAA, with other conventional approaches and novel technique of supercapsular percutaneously assisted approach (SuperPATH). Additionally, we provide information on comparisons of the relative outcomes of conventional approaches and robotic THA, as well as an examination of the capsulectomy and capsulotomy techniques.","['Engineering', 'Biomedical Engineering and Bioengineering', 'Biomechanics', 'Surgical Orthopedics', 'Robotics']"
doi:10.1007/978-981-19-2412-5_6,en,Extended State Observer-Based Controller Design Application in a Two-Link Robotic Manipulator,OriginalPaper,"This work illustrates about an extended state observer (ESO)-based optimal controller for controlling a two-link robotic manipulator. A full state observer was designed with the help of extending the states using control law. Minimizing the quadratic cost functions, control law was designed for the multiple input multiple output (MIMO) plant. An algorithm has been set for tuning the controller parameters whether the best optimized results were compared. This two-link robotic manipulator is very rigid and to design a perfect controller is complex task although in this work it has been tried to construct an effective linear quadratic regulator (LQR)-based extended full state observer. The unknown state was observed by the EFSO which was fed to the controller including an external disturbance. The disturbance was discarded by the controller observer pair, and a stable response was established.","['Engineering', 'Power Electronics, Electrical Machines and Networks', 'Renewable and Green Energy', 'Energy Storage']"
doi:10.1007/978-3-031-08246-7_7,en,Implementation of Reinforcement-Learning Algorithms in Autonomous Robot Navigation,OriginalPaper,"The problem of autonomous robot navigation in indoor environments must overcome various difficulties such as the dimensionality of the data, the computational cost, and the possible presence of mobile objects. This chapter addresses the implementation of an algorithm for autonomous navigation of robots in indoor environments based on machine learning. It characterizes some strategies that the literature reports and specifies a Deep Q-Network reinforcement-learning algorithm to implement on the Turtlebot robotic platform of the Gazebo simulator. Besides, a series of experiments changing the parameters of algorithm to validate the strategy shows how the robotic platform, through the exploration of the environment and the subsequent exploitation of the information, creates effective route planning.","['Engineering', 'Computational Intelligence', 'Artificial Intelligence']"
doi:10.1007/978-981-19-1412-6_8,en,Internet of Robotic Things: Issues and Challenges in the Era of Industry 4.0,OriginalPaper,"IoT is growing at a fast pace, and billions of devices are now associated with the amount expected to reach trillions in the coming years. The Internet of things and the individual systems participate closely in launching the fourth industrial revolution and form alliances and develop the goods of the next generation. The foundation of Industry 4.0 is the transforming innovations. The convergence of robot and IoT agents contributes to Internet of Robotic Things concept, where creativity in automated devices generates different possibilities, both in business and science. It covers a range of sectors, including agriculture, manufacturing, health, education, and surveillance though the application of various technologies. The study discusses the new Internet of Robotic Things developments, which have an influence on the area of health, science, agriculture, manufacturing, education, and surveillance and the key open problems of introduction of robot technology into intelligent spaces. Internet of Robotic Things technology and frameworks are often addressed to highlight their effect on daily life and to promote more study on remote and automatic applications.","['Engineering', 'Cyber-physical systems, IoT', 'Professional Computing', 'Computational Intelligence', 'Artificial Intelligence', 'Systems and Data Security']"
doi:10.1007/978-3-031-11447-2_4,en,The Challenge of Autonomy: What We Can Learn from Research on Robots Designed for Harsh Environments,OriginalPaper,"In addition to areas of application in people’s everyday lives and the area of education and services, robots are primarily envisioned in non-immediate living environments by the society—i.e., in inaccessible or even hostile environments to humans. The results of this population survey clearly demonstrate that such application options come across with a high level of acceptance and application potential among the population. Nevertheless, it is expected that the underlying AI in such systems works reliably and that safety for humans is guaranteed. In this chapter, the results of the study are compared with state-of-the-art systems from classical application environments for robots, like the deep-sea and space. Here, systems have to interact with their environment to a large extent on their own over longer periods of time. Although typically the designs are such that humans are able to intervene in specific situations and so external decisions are possible, the requirements for autonomy are also extremely high. From this perspective one can easily derive what kind of requirements are also necessary, and what challenges are still in front of us, when robots should be acting largely autonomous in our everyday life.","['Social Sciences', 'Sociology, general', 'Nursing Ethics', 'Artificial Intelligence', 'Social Policy', 'Politics of the Welfare State', 'Social Work and Community Development']"
doi:10.1007/978-981-19-3266-3_15,en,Robotic Systems Deployed to Combat COVID-19 Pandemic: A Review,OriginalPaper,"The COVID-19 epidemic has been deemed a pandemic by the World Health Organization. It is triggered due to the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). It originated and spread from Wuhan, China, in December 2019. At present, the entire world is struggling from this virus due to large confirmed positive and death cases of COVID-19. People of every nation have been isolated, and lockdowns are instituted. Despite the introduction of several precautionary measures, the spread of the virus is still increasing at an alarming pace. Although promising development has been made for the development of vaccines for SARS-CoV-2, no vaccines have been reported to cure the infection. Different antiviral therapies have also been attempted but do not seem to be successful for every patient. To deter the dissemination and control the spread of virus, the frontline healthcare staff and police officers deployed numerous autonomous systems for an increased line of protection. Robots are deployed to conduct different operations including decontamination, package delivery, etc. It also acts as a mediator for two-way communication between the doctors and patients. Recent advancement in robotics for its application in healthcare facilities has been found very effective for the healthcare officials to communicate with the virus affected patients, and this literature has addressed it.","['Engineering', 'Industrial and Production Engineering', 'Engineering Design', 'Industrial Chemistry/Chemical Engineering']"
