identifier,language,title,genre,abstract,subjects
doi:10.1007/978-981-19-3029-4_14,en,WAN Fundamentals,OriginalPaper,"With the accelerated economic globalization and digital transformation, enterprises are expanding in scale and more and more branches are established in different geographical areas. The network of each branch office is considered as a Local Area Network (LAN), and communication between headquarters and branch offices needs to span a certain geographical area. Therefore, enterprises need to connect these geographically dispersed branch offices through Wide Area Network (WAN) so as to improve their business.","['Computer Science', 'Computer Communication Networks']"
doi:10.1007/978-3-031-05491-4_4,en,Efficient Steganographic Method Based on Modulo Cube,OriginalPaper,"In this paper, we propose a steganographic method with high capacity based on modulo operation. The secret message is mapped to a cube, the coordinates of the position will be calculated by modulo and then embedded in the cover image. The experimental results show that our proposed method can have a higher capacity with imperceptibility. The modulo operation can make the proposed method have lower computational overhead.","['Engineering', 'Computational Intelligence', 'Artificial Intelligence', 'Data Engineering', 'Big Data', 'Mathematical and Computational Engineering']"
doi:10.1007/978-3-031-15222-1_5,en,Canonical Versus Apocryphal: Religious Texts Condemning Witchcraft,OriginalPaper,"Taking as a starting point the Christian Apocrypha, namely the Life of St. Basil the Younger and the Apocalypse of the Virgin (but also other eschatological texts), this chapter addresses the way in which it was thought that witches should be punished in the afterlife. The Life of Basil the Younger and the Apocalypsis Mariae were very influential in early modern Romanian culture, spread through dozens of different copies and variants. They contain detailed descriptions of hell and the punishments that sinners suffer there for the bad deeds they might have committed in earthly life. The focus is on the exemplary punishment of witchcraft: those guilty of it are considered the only ones definitively sentenced at the time of their individual judgement without any possibility of rising from the dead for the Last Judgement. However, the sin of witchcraft must be interpreted as part of a network of transgressions, in relation to other sins that cause it or derive from it.","['History', 'European History', 'Cultural History', 'Social History']"
doi:10.1007/978-1-4842-8879-5_1,en,Ansible for Beginners with Examples,OriginalPaper,"What are the Ansible basic concepts, architecture, and terminology? You are going to do a deep dive into the Ansible jargon and take your first steps toward the best open source automation technology in the market. If you’re completely fresh, this is the foundation of your Ansible journey. You’ll learn the terminology used by automation professionals all around the world. If you already know something about Ansible, I’m sure that you are going to find some valuable information about Ansible automation and some recent changes in the release policies and tools.","['Computer Science', 'Professional Computing', 'Computer Systems Organization and Communication Networks', 'Computer Science, general']"
doi:10.1007/978-3-031-10137-3_1,en,Introduction,OriginalPaper,"The chapter offers a general introduction to the book. The first section briefly illustrates the chapters that make up the two parts of the book: the first part is devoted to the history and organisation of the community, the second to its spiritual and cultural dimension. The second section sets out the thesis that frames the entire volume, according to which Damanhur constitutes an example of a religious community that was initially born with a sectarian character and closed its borders to the surrounding society, but which over time, following above all the discovery of the underground temple and the death of the charismatic leader, gradually opened up to the world. With this openness, Damanhur lost its initial sectarian connotation, taking on the profile of a more legitimised and integrated spiritual community in the surrounding area, with which it established increasingly intense relations and exchanges.","['Religious Studies', 'Spirituality', 'History of World War II and the Holocaust']"
doi:10.1007/978-3-031-10137-3_2,en,A Technocity Utopia,OriginalPaper,"This chapter will analyse the emergence of the Damanhurian utopia as a city-state in the area not far from Turin called Technocity, due to the high presence of research sectors and advanced technologies. The historical context was the Seventies Spiritual Revolution where movements arose around charismatic founders, newagers communities, green villages. Here mystical traditions, therapeutic sciences and anarchist experiments coexisted. The dream was the importance of positive thinking, the enhancement of personal experiences, the holistic vision of the relationship between man and things, the feeling of belonging to a greater whole, science-religion alliance. As the founder said: “Damanhur is not a religion, it is a philosophy of life”. Damanhur’s emergence is the result of the founder’s vision, the experimentation of a new philosophy of life, the awakening of human potential, the Damanhurians’ sense of community, the very root of all things and the magical forces in each of them. There was a recurrence of what happened in the Middle Ages, when the foundation of a monastery gave new life to abandoned, uninhabited and marginal territories. Damanhur’s settlement in Valchiusella in 1976—at that time depopulated and deindustrialised—also resulted in its gradual transformation into a large multi-purpose centre for art, culture and activities. The symbol that represented the dream and message of the Damanhurians since their very beginning were the Temples of Humankind , a metaphor for self-building, the fascination of research, the aesthetic invention of forms, the centrality of play, the awakening of the Divine inside and outside of oneself, the mystical pole to which everyone refers with their symbolic presence. The Temples of Humankind still remain the most vivid epiphany of the Damanhurian utopia. Here we find the ecumenical vision of things containing symbols, myths, traditions, languages, selfic patterns, labyrinths, the halls of earth, water, spheres, metals and mirrors.","['Religious Studies', 'Spirituality', 'History of World War II and the Holocaust']"
doi:10.1007/978-3-031-04524-0_15,en,Raspbian Magic Mirror: A Smart Mirror System to Assist on IoT Platform,OriginalPaper,"Wireless and cellular phones make connecting in the digital world easy. Smartphones use the Internet of Things to join us in everyday objects. Smart mirrors employ microchips and computers to compute and transmit information about the spots on the mirror. Smart mirrors use microchip cards connected to the Internet to obtain information. Information will be visible in the mirror. The article aims to design and build a smart mirror that can be used for home automation and has a user-friendly interface for data monitoring. A smart mirror displays information such as the current date, time, and temperature in addition to the image. A future trend is implementing a smart mirror that can gather and obtain data via IoT devices and serve as a platform for home automation. The experiment results reveal that utilizing a Raspberry Pi is significantly more cost-effective and offers excellent results to construct a smart mirror.","['Engineering', 'Cyber-physical systems, IoT', 'Communications Engineering, Networks', 'Computer Communication Networks']"
doi:10.1007/978-3-031-15222-1_4,en,"New Elites, New Paradigms of Rationality (Eighteenth–Nineteenth Centuries): Against the Superstitions of the Romanians",OriginalPaper,"This chapter analyses a mentality transformation that took place in the Romanian world at the turn of the eighteenth and nineteenth centuries, under the impetus of the so-called Transylvanian School. In the name of “Enlightened Christianity,” magic and witchcraft began to be seen as vain and ridiculous superstitions. The fear of witchcraft diminished, thanks to literacy and the spread of written culture among the masses, in an effort led by the intellectual elites, who emancipated themselves from the absolute tutelage of the Churches, although some of their members were still priests (Gh. Șincai, Petru Maior, D. Țichindeal), while others were lawyers (D. Bojincă). The description of the general condition of the Romanian population is not neglected here either: the commoners continued to be very attached to magical beliefs throughout the Age of Enlightenment, as shown by some foreign travellers (Wilkinson, Paget, Demidov, Noyes).","['History', 'European History', 'Cultural History', 'Social History']"
doi:10.1007/978-3-031-15222-1_1,en,Introduction: Who Are the Romanians and How to Study Witchcraft in Romania?,OriginalPaper,"This introductory chapter addresses some important issues for circumscribing our field of research. First of all, based on geographical and historical data, we try to answer in a concise way the question: “Who are the Romanians?” The answer is given from a political and institutional point of view, and from a cultural and ethnological one. Second, we try to elaborate a theoretical model for interpreting the studied phenomena, based on ideas and postulates from risk-management theory, which seems to be very useful for understanding the way in which the Romanian communities have constructed their discourses on witchcraft. In parallel with this theoretical model, some studies on witchcraft in the Romanian cultural area, that have been published in English (Eliade, Senn, Benga, Neagota, Timotin), are discussed in order to underline the new aspects and insights the present book tries to put forward.","['History', 'European History', 'Cultural History', 'Social History']"
doi:10.1007/978-1-4842-8963-1_2,en,Getting around Photoshop,OriginalPaper,"In this chapter, we’ll take a look around the Photoshop interface and how to use the most common tools to manipulate and edit photographs.","['Computer Science', 'Computer Graphics']"
doi:10.1007/978-981-19-7780-0_18,en,Production of Tomato Hybrids in Soilless Cultivation (Hydroponic System),OriginalPaper,"A study was conducted on the productivity of tomato hybrids with different maturation (very early, early, medium, medium early and medium late) in the greenhouse with the hydroponic system (Phytopyramide) at All-Russian Research Institute of Vegetable Production, Moscow region, Russia. Eleven hybrids of tomato and four replicates were used according to the randomized complete block design (RCBD). The results have shown a significant effect of tomato hybrids with different maturation in the hydroponic. On the average of 2 years study, hybrid Elf F1was the best hybrid suitable for the number of marketable fruits (987.49) fruit/m 2 . Hybrid Ruddy Ball F 1 had the highest hybrid suitable for the total weight of single fruit, the total yield of plant, the total production, and the hardness of fruit, (140.11) g, (1936.27) g/plant, (31.37) kg/m 2 and (71.33) respectively. The quality of the tomato harvest is influenced by the physiological characteristics of fruits and plant growth. Producers need to look for a modern way to use the space with the largest number of plants to expand vertically instead of horizontally using the “Phytopyramide” hydroponic system.","['Engineering', 'Control, Robotics, Mechatronics', 'Agriculture', 'Artificial Intelligence', 'Mechanical Engineering']"
doi:10.1007/978-3-031-04699-5_11,en,Magic and Management,OriginalPaper,"People who knew Steve thought he was a little bit strange. He was the CEO of a highly respected company, a whiz kid in data analytics, but at the same time, he was also known to consult horoscopes. Yes, when faced with important business decisions, this CEO would read his horoscope, looking there for auspicious signs. In fact, Steve wouldn’t make any important decision without checking the alignment of the stars. When asked why, he simply replied that reading horoscopes was comforting. Though his friends urged him to stop wasting his time on such superstition, his response was always, “Of course, I don’t believe in this rubbish, but I still like to take a look. It is entertaining and just harmless fun.”","['Business and Management', 'Business Strategy/Leadership']"
doi:10.1007/978-3-031-14630-5_5,en,"Three Essays on Technique, the Artificial and the New Human",OriginalPaper,"This chapter brings together three short articles, written at different times, which have not been published in English. The first essay, “The living and the artificial”, gives an account of the convergence of two trends: the production of artificial objects which mimic human behaviour and the artificial programming of human behaviour. Both are outcomes of Western culture and of a conception of the object-world of a transcendent subject. Both move in the direction of an object which is artificially alive and to the artificially mechanised man. This, involving the “materialization of the spirit”, threatens to do away with the “transcendent subject” and annihilate humanity. The second essay, “Towards the new man”, examines the issue of technological domination and the subsequent alteration and decline of values. This “absurd” replacement of models of behaviour by modes of operation, by pseudo-values, by technocracy, by the absence of decision-making and engagement, of post-humanity, raises the prospect of a “new man”, he who will live and consume, a passive and patient being, lacking agency, indecisive, without values. The third essay, “Technique as argument”, reflects on the paradox of our living in a world which is produced by a specific type of “magic” – technique –, but in which at the same time the faith in that magic is profoundly undermined. This is because we no longer believe that the operation of technique is due to the “wisdom” of the “pure science” which sustains it, and also because the potency of the novelty it may bring has been used to maintain the existing structures of a hollowed out civilizational project. Today technique is a mere argument, one which is apparently progressive but in fact conservative. Are we able to read into these three essays of Flusser’s an appeal for a technique which might offer us a true vision of the new?","['Philosophy', 'Philosophy of Technology', 'Science and Technology Studies', 'History of Technology']"
doi:10.1007/978-3-031-15222-1_7,en,Conclusions,OriginalPaper,"The conclusions of the present study once again bring into discussion a series of methodological issues, in relation to the development of our research. For this book, a specific model and structure for presenting the scientific material were adopted that would be logical and allow the presentation of as many data as possible about the history of witchcraft in Romania. The selection of the bibliography used throughout the different chapters was a difficult task, due to the inevitable renunciations it imposed on the authors, but this sacrifice was necessary: we had to choose only the works that shed light on specificities of Romanian witchcraft in relation to Western European phenomena. This book should be used as a working tool, meant to provide useful information for a most accurate and comprehensive mapping of witchcraft in South-Eastern Europe and, as such, it may find its place in libraries alongside other similar volumes.","['History', 'European History', 'Cultural History', 'Social History']"
doi:10.1007/978-3-031-14080-8_12,en,The Role of Disgust in Childhood Anxiety Disorders,OriginalPaper,This chapter discussed the role of disgust in a wide range of anxiety disorders. The chapter begins with a definition of disgust and its role in the maintenance of key features of common anxiety disorders. Approaches to evidence-based assessment and treatment are discussed. Future directions are highlighted.,"['Psychology', 'Developmental Psychology', 'Clinical Psychology', 'Child and Adolescent Psychiatry']"
doi:10.1007/978-3-031-11791-6_10,en,Bruja Theory: Latinidad Without Latinos in Popular Narratives of Brujería,OriginalPaper,"In recent years, a number of popular narratives that feature Latina and Latinx brujas or brujos have appeared. Among these are Ecuadorian American Zoraida Córdova’s “Brooklyn Brujas” series of young adult novels; OpenTV’s web series Brujos , chronicling the exploits of a group of witches, who are also doctoral students, as they evade being hunted by the descendants of the original New World colonizers; and the CW network’s reboot of the television series Charmed , which now locates the power of magic in three Afro-Latina sisters who are reunited after their mother’s death. The bruja narratives examined in this chapter combine recovered knowledges with the tools of contemporary theory in order to critique a prior generation that withheld this knowledge and to battle structural injustices—particularly those related to the environment and the management of natural resources—that materialize in the narratives as embodied threats. This chapter also considers how these narratives use imagined recovered traditions in order to establish forms of Latinidad that precede nationality, resulting in either a generic Latinidad, as in Córdova’s novels, or new coalitions that imagine a future beyond the histories of particular national identifications.","['Literature', 'Latin American/Caribbean Literature', 'Fiction', 'Latin American Cinema and TV', 'Latin American Culture']"
doi:10.1007/978-981-19-6290-5_7,en,Robust and Secured Reversible Data Hiding Approach for Medical Image Transmission over Smart Healthcare Environment,OriginalPaper,"With the rapid progress of cloud computing, there has been a marked improvement in the development of smart healthcare applications such as Internet of Medical Things (IoMT), Telemedicine, etc. Cloud-based healthcare systems can efficiently store and communicate patient electronic healthcare records (EHR) while allowing for quick growth and flexibility. Despite the potential benefits, identity violation, copyright infringement, illegal re-distribution, and unauthorized access have all been significant. To address all these breaches, in this paper, a reversible medical image watermarking scheme using interpolation is proposed. The medical image is partitioned into Border Region (BR), Region of Interest (ROI), and Region of Non-interest (RONI) regions. BR is used for embedding integrity checksum code generated from ROI for tamper detection. RONI is used for embedding watermark. To ensure complete recovery of ROI and high embedding capacity, ROI is compressed before embedding. To ensure high-security compressed ROI, hospital emblem and EHR merged and then encrypted using a random key generated from Polybius magic square to get higher security. The proposed scheme is proved to take less computational time as there are no complex functions used in the embedding. The experiments performed on the proposed scheme is proved to have high imperceptibility, robustness, embedding capacity, security, and less computational time. All these confirm that the proposed approach is a potential candidate for suitable in smart healthcare environment.","['Computer Science', 'Systems and Data Security', 'Cyber-physical systems, IoT', 'Professional Computing', 'Artificial Intelligence']"
doi:10.1007/978-981-19-4250-1_1,en,Active Steering System,OriginalPaper,"Due to the unchangeable transmission ratio of the traditional mechanical steering system, it has the disadvantage of heavy steering load at low speeds and floating steering at high speeds, which affects the driver’s driving experience and is easy to cause vehicle instability under extreme driving conditions. In order to improve the driver steering feel, the electric power steering system has been widely popularized in all kinds of passenger vehicles.","['Engineering', 'Mechanical Engineering', 'Control and Systems Theory']"
doi:10.1007/978-3-031-16078-3_44,en,Synthesizing Pokémon Trading Cards Using Nvidia StyleGAN2 from Home,OriginalPaper,"Artificial intelligence plays a large role in the way that we consume content acting as a director behind the scenes controlling what and how we interact with digital mediums daily. Only within the last decade has AI software and hardware advanced to a point where it can also help contribute directly to content creation with the use of technologies such as generative adversarial networks (GANs). In this paper, we will examine some modern GAN solutions as well as the viability of an at-home model training experience in 2021 and into 2022. Specifically, the task being examined is the image synthesis of Pokémon Trading Cards. This dataset was chosen for its familiarity, large number of uniform samples, accessibility, and to examine the effects of training on datasets that share many consistent elements (card layout, formatting, color schemes). Some implications of being able to generate images in such a way are faster prototyping, a more streamlined workflow, or near-instantaneous content creation for creative professionals and illustrators.","['Engineering', 'Computational Intelligence', 'Control, Robotics, Mechatronics', 'Artificial Intelligence']"
doi:10.1007/978-981-19-2764-5_3,en,Matrix Magic Shifting to Extract Maximum Power Under Partial Shading Conditions,OriginalPaper,"In PV array, Mismatch losses and power losses are the critical issues created under partial shading conditions. It can be effectively minimized by applying PV array reconfiguration. This paper compares two newly proposed physical reconfiguration methods, Novel shade Dispersion (NSD) and Matrix Magic Shifting (MMS) with conventional configurations (CC). The performance has been evaluated in MATLAB/Simulink environment under six partial conditions. P–V curve, I-V curve, Global maximum power point (GMPP), mismatch loss (ML), fill factor (FF) and efficiency are the parameters used for performance evaluation.","['Energy', 'Energy Systems', 'Artificial Intelligence', 'Machine Learning', 'Cyber-physical systems, IoT', 'Professional Computing', 'Power Electronics, Electrical Machines and Networks']"
doi:10.1007/978-1-4842-8963-1_4,en,Retouching Images,OriginalPaper,"Photoshop can be used to touch up, enhance, and edit photographs and images; whether these are taken with a camera or created within Photoshop.","['Computer Science', 'Computer Graphics']"
doi:10.1007/978-3-031-06461-6_11,en,Tire Models,OriginalPaper,"In this chapter a simple, yet significant, tire model is developed. It is basically a brush model, but with some noteworthy additions with respect to more common formulations. For instance, the model takes care of the transient phenomena that occur in the contact patch. A number of figures show the pattern of the local actions within the contact patch.","['Engineering', 'Automotive Engineering', 'Complexity', 'Control and Systems Theory']"
doi:10.1007/978-981-19-4250-1_5,en,Distributed Steer-By-Wire System,OriginalPaper,"With the development of electronic control technology and automation technology, a four-wheel steer-by-wire (SBW) system with both front and rear SBW has been developed based on the front SBW system.","['Engineering', 'Mechanical Engineering', 'Control and Systems Theory']"
doi:10.1007/978-3-658-34273-9_10,en,Cruise Shipping,OriginalPaper,"For the first time in modern history, a complete shipping branch came to a total standstill in March 2020, when the COVID-19 pandemic had reached the cruise industry and paralyzed it. All operators, including the big US-based concerns Carnival and Royal Caribbean, but also the inland cruise operators nearly simultaneously announced the suspending of all their cruise activities, by this following the recommendation of the Cruise Lines International Association (CLIA). When port authorities had announced, that they would not grant the ships permission to enter, the cruise liners had to be retracted from service, assembled at the world’s main cruise hotspots or returned to their homelands, where they were laid up. This meant the abrupt end of the cruise business. Germany’s Aida Cruises, a subsidiary of Italy’s Costa Crociere and thus part of the US Carnival group, immediately ended the actual cruises of all its 14 liners (Fig. 10.1).","['Engineering', 'Mechanical Engineering', 'Operations Management']"
doi:10.1007/978-3-031-10137-3_12,en,"Women, Gender, Androgynous and Hierarchies in Damanhur",OriginalPaper,"This chapter focuses on women’s narratives within the Damanhur community. It is the result of field research centred on dialogue with various Damanhurians, in some cases long-time community members, in others recent newcomers to the community. The chapter analyses women’s involvement in magic and in the practice of therapeutic healing. The aim of this study is to observe, processes of change and reinvention in the community from the perspective of gender and occupation, following the death of the founder Falco Tarassaco. The current strong female presence in the field of magic suggests the evolution of a community model often defined as patriarchal. A very central concept in this analysis is the notion of the androgynous, deeply rooted in Damanhur cosmogony and worldview, shaping its gender relations.","['Religious Studies', 'Spirituality', 'History of World War II and the Holocaust']"
doi:10.1007/978-3-662-64423-2_24,en,The Atomic Nucleus,OriginalPaper,"Radioactivity comes exclusively from the atomic nucleus. Here, the nucleus gives off energy in the form of particles or radiation. Before we turn to radioactive decay, we must first understand the structure of the atomic nucleus. We look at the two essential nuclear models, the forces that prevail in the atomic nucleus and the stability of the atomic nucleus.","['Chemistry', 'Safety in Chemistry, Dangerous Goods', 'Fire Science, Hazard Control, Building Safety', 'Physical Chemistry', 'Organic Chemistry', 'Inorganic Chemistry', 'Nuclear Chemistry']"
doi:10.1007/978-3-031-15813-1_1,en,"Sources from the Dawn of the Great Witch Hunt in Lower Navarre, 1370",OriginalPaper,"This book provides an annotated source edition of the only two extant documents related to the sorcery trial brought against Pes de Guoythie and Condesse de Beheythie in Lower Navarre, in 1370. It provides full transcriptions of both documents, and English translations of the most salient passages. These sources illustrate at an early date many of the features prevalent in later documents on whitch trials, such as the metamorphosis of those accused into animals; infanticide; poisoned apples; collective meetings; and ointments made from various creatures. As such, it offers a fascinating insight into allegations of witchcraft in the High and Late Middle Ages.","['History', 'Cultural History', 'History of Medieval Europe', 'European History']"
doi:10.1007/978-3-031-14084-6_11,en,The Theft of Your Soulmate,OriginalPaper,"Through a combination of criminology, ethnomusicology, sociology, and psychology, this study analyses the complex relationships between musicians and instruments and how these powerful relationships can motivate deviant behaviour. Using rare Cremonese violins as a case study, this chapter contextualises the complex values associated with rare violins before expanding on John Conklin’s 1994 work with Routine-Actor-Theory and Simon Mackenzie’s 2005 characterisation of art theft motivation to investigate cases of musicians as ‘motivated offenders’. Taking an ‘object-focused’ approach, this initial research considers theoretical issues and presents an empirical case study for understanding violins as active in influencing crimes around them. Instrument theft is an incredibly intimate crime—both for the victims and the offenders. In a world where your instrument is an extension of your being, your voice, your soulmate, this highly personal crime warrants further examination.","['Law', 'Private International Law, International & Foreign Law, Comparative Law', 'Criminal Law and Criminal Procedure Law', 'Criminology and Criminal Justice, general', 'Cultural Heritage', 'Archaeology', 'Organized Crime']"
doi:10.1007/978-981-19-0312-0_46,en,Memristor Emulator Circuits an Emerging Technology with Applications,OriginalPaper,"In this paper, the fourth fundamental passive circuit element called memristor has been discussed along with models, emulator circuits, characteristics, and applications in different engineering areas. Memristors are able to hold the information about net amount of charge gone through it. Memristors are also compatible with the CMOS fabrication process and enable hybrid CMOS/Nanodevices integration, which imports that this device can be used in various applications. Memristor has a wide application in memory logic design, where memristor acts as a building block. Other applications of memristor include Nanocomputing, Neuromorphic circuits, and digital computation, which includes implication logic. This review imitates a compendious elucidation of memristor, in addition to future scope in a proper manner.","['Engineering', 'Microwaves, RF and Optical Engineering', 'Wireless and Mobile Communication', 'Computer Communication Networks']"
