identifier,language,title,genre,abstract,subjects
doi:10.1007/s41095-022-0270-z,en,A two-step surface-based 3D deep learning pipeline for segmentation of intracranial aneurysms,"['OriginalPaper', 'Research Article']","The exact shape of intracranial aneurysms is critical in medical diagnosis and surgical planning. While voxel-based deep learning frameworks have been proposed for this segmentation task, their performance remains limited. In this study, we offer a two-step surface-based deep learning pipeline that achieves significantly better results. Our proposed model takes a surface model of an entire set of principal brain arteries containing aneurysms as input and returns aneurysm surfaces as output. A user first generates a surface model by manually specifying multiple thresholds for time-of-flight magnetic resonance angiography images. The system then samples small surface fragments from the entire set of brain arteries and classifies the surface fragments according to whether aneurysms are present using a point-based deep learning network (PointNet++). Finally, the system applies surface segmentation (SO-Net) to surface fragments containing aneurysms. We conduct a direct comparison of the segmentation performance of our proposed surface-based framework and an existing voxel-based method by counting voxels: our framework achieves a much higher Dice similarity (72%) than the prior approach (46%).","['Computer Science', 'Computer Graphics', 'User Interfaces and Human Computer Interaction', 'Artificial Intelligence', 'Image Processing and Computer Vision']"
doi:10.1007/s42757-021-0117-3,en,Full cell mathematical models of air cathode microbial fuel cells,"['OriginalPaper', 'Research Article']","Microbial fuel cells (MFCs) as a renewable energy conversion technology have been attracting increasing attention in the past decades. However, a deeper understanding of bioelectrochemical reaction in electrodes is urgent to improve the cell performance towards practical applications. In this paper, a mathematical model of air cathode MFCs was proposed by coupling mass transport and charge conservation with bioelectrochemical/electrochemical reactions. The model was validated based on experimental results and further used to predict the performance of MFCs. The effect of mass transport including oxygen and substrate on electrode kinetics was studied based on the model. The results showed that enhancing mass transport in both anode and cathode remarkably facilitated the electrode current and hence the cell performance, and oxygen transfer in catalyst layer of cathode is the dominating factor limiting the cell performance. The proposed model can provide a facile avenue to capture the interdependence of electrode variables and help guide electrode design for optimizing the performance of MFCs in practical applications.","['Engineering', 'Engineering Fluid Dynamics', 'Fluid- and Aerodynamics', 'Environmental Engineering/Biotechnology']"
doi:10.1007/s42757-021-0121-7,en,"Improving flow efficiency in curved pipes during multi-phase, immiscible fluid flow using edge-tailored guide vanes","['OriginalPaper', 'Research Article']","High static pressure due to flow transitioning associated with recirculation, mixing, and separation around a pipe bend is a possible cause for a decrease in flow efficiency. This paper aims to use edge-tailored guide vanes to ease flow transition and improve flow efficiency, numerically. Here, flow efficiency serves the purpose for qualifying the effectiveness of the proposed technology. Sensitivity studies were performed on the influence of number of guide vane and guide vane thickness in a 45° pipe elbow. In setting up the numerical model for the assumed two-phase flow system (crude oil and water), the volume of fluid model was activated to model time-dependent fluctuations of each interacting phase volume fraction throughout the flow period. Furthermore, the improved delayed detached-eddy simulation turbulence model is employed to resolve the flow features in and outside the wall boundary layer. From the findings, an improvement in flow performance was witnessed using guide vanes. Furthermore, three thin and non-contacting guide vanes were strategically positioned at the center and towards the circumference of the pipe within the bend area, causing an increase in flow efficiency by 78.87%. In addition, the guide vanes played a significant role in limiting turbulence effect to effective flow of the primary phase.","['Engineering', 'Engineering Fluid Dynamics', 'Fluid- and Aerodynamics', 'Environmental Engineering/Biotechnology']"
doi:10.1007/s41095-022-0275-7,en,A survey of urban visual analytics: Advances and future directions,"['ReviewPaper', 'Review Article']","Developing effective visual analytics systems demands care in characterization of domain problems and integration of visualization techniques and computational models. Urban visual analytics has already achieved remarkable success in tackling urban problems and providing fundamental services for smart cities. To promote further academic research and assist the development of industrial urban analytics systems, we comprehensively review urban visual analytics studies from four perspectives. In particular, we identify 8 urban domains and 22 types of popular visualization, analyze 7 types of computational method, and categorize existing systems into 4 types based on their integration of visualization techniques and computational models. We conclude with potential research directions and opportunities.","['Computer Science', 'Computer Graphics', 'User Interfaces and Human Computer Interaction', 'Artificial Intelligence', 'Image Processing and Computer Vision']"
doi:10.1007/s42757-021-0125-3,en,Towards the efficient modelling of trapped air pockets during squeeze flow,"['OriginalPaper', 'Research Article']","In most bonding processes, an adhesive is applied to a substrate in a specific pattern before the second substrate is subsequently pressed against it. During this, the adhesive flows in such a way that, ideally, it completely fills the joint. In practice, however, areas with entrapped air frequently remain in the bonded adhesive layer. Within the scope of a research project, these flows are systematically analyzed in order to identify optimal initial application patterns for the adhesive and substrate geometry to minimise such risks. For this purpose, the authors use an efficient flow model, the partially filled gaps model (PFGM), extended in this study to include the functionality of trapped air pockets. Depending on the volume fractions of air and adhesive, the flow of both phases is computed. Therefore, the model is introduced and fully described, benchmarked with respect to its plausibility and functionality, and results obtained are compared with a CFD calculation. Thereafter, the functionality of openings and closings of the pockets are analyzed. Lastly, the model is then applied to a real scenario created with a Hele–Shaw cell measurement. The benchmark as well as the comparison with the measurement results show the high potential of this technique.","['Engineering', 'Engineering Fluid Dynamics', 'Fluid- and Aerodynamics', 'Environmental Engineering/Biotechnology']"
doi:10.1007/s42757-021-0112-8,en,Numerical assessment of LES subgrid-scale turbulence models for expandable particles in fire suppression,"['OriginalPaper', 'Research Article']","Owing to the well-established Eulerian-Lagrangian framework on mixture fluids, computational fluid dynamics coupled with discrete element model (CFD-DEM) is an effective while appropriate tool to predict the complex interactive fire behaviours associate with suppression effects. Although suppression behaviours between hydrocarbon-fuelled fire and water-based suppression agents were extensively studied both numerically and experimentally, lack of numerical studies was conducted on fires involving water-reactive chemicals (i.e., Na, Li, and LiH), where extinguishment is barely performed by water-based active suppression system, as violent and explosive decomposition occurred between water and reactive fuel. In this research, a numerical investigation has been conducted on expandable graphite (EG) application for water-reactive fire suppression. Based on the discrete phase model (DPM) framework, a novel EG particle model is proposed to characterise the particle expansion that couples with superior thermal properties and chemical stability. A numerical assessment on large eddy simulation (LES) has been performed to study the temporal fire behaviours and the suppression effect of EG against the flame plume in various subgrid-scale (SGS) models. Four SGS models were adopted, which were namely Smagorinsky-Lilly, WALE, dynamic kinetic energy, and dynamic Smagorinsky-Lilly. As a result, the WALE SGS model was observed to be in a better agreement compared with the experimental data owing to its significant enhancement in flow diffusivity modelling. The WALE SGS model has achieved a more accurate temperature prediction and finer resolved turbulence compared with other SGS models.","['Engineering', 'Engineering Fluid Dynamics', 'Fluid- and Aerodynamics', 'Environmental Engineering/Biotechnology']"
doi:10.1007/s42757-021-0119-1,en,A conservative level set method for liquid-gas flows with application in liquid jet atomisation,"['OriginalPaper', 'Research Article']","In this paper, a methodology for modelling two-phase flows based on a conservative level set method in the framework of finite volume method is presented. The novelty of the interface capturing method used here lies on the advection of level set which is solved with a WENO scheme and corrected with a novel re-initialisation method for retaining its signed distance function character. The coupling with the volume of fluid method is done with a simple algebraic approach, and with the new algorithm the accumulated mass conservation errors remain reasonably low. The paper presents a unique coupling between the level set method and the Eulerian–Lagrangian Spray Atomisation approach for modelling spray dispersion in liquid atomisation systems. The method is shown to have good accuracy providing similar results to other numerical codes for the classical tests presented. Preliminary results are also shown for three-dimensional simulations of the primary break-up of a turbulent liquid jet obtaining results comparable to direct numerical simulations. Consequently, the coupled method can be used for simulating various two-phase flow applications offering an accurate representation of the interface dynamics.","['Engineering', 'Engineering Fluid Dynamics', 'Fluid- and Aerodynamics', 'Environmental Engineering/Biotechnology']"
doi:10.1007/s40544-022-0624-7,en,On the origin of plasticity-induced microstructure change under sliding contacts,"['OriginalPaper', 'Research Article']","Discrete dislocation plasticity (DDP) calculations are carried out to investigate the response of a single crystal contacted by a rigid sinusoidal asperity under sliding loading conditions to look for causes of microstructure change in the dislocation structure. The mechanistic driver is identified as the development of lattice rotations and stored energy in the subsurface, which can be quantitatively correlated to recent tribological experimental observations. Maps of surface slip initiation and substrate permanent deformation obtained from DDP calculations for varying contact size and normal load suggest ways of optimally tailoring the interface and microstructural material properties for various frictional loads.","['Engineering', 'Mechanical Engineering', 'Nanotechnology', 'Tribology, Corrosion and Coatings', 'Physical Chemistry', 'Surfaces and Interfaces, Thin Films']"
doi:10.1007/s42832-022-0139-1,en,Influencing factors and partitioning methods of carbonate contribution to CO2 emissions from calcareous soils,"['ReviewPaper', 'Review']","In calcareous soils, recent studies have shown that soil-derived CO 2 originates from both soil organic carbon (SOC) decomposition and soil inorganic carbon (SIC) dissolution, a fact often ignored in earlier studies. This may lead to overestimation of the CO 2 emissions from SOC decomposition. In calcareous soils, there is a chemical balance between precipitation and dissolution of CaCO 3 -CO 2 -HCO 3 − , which is affected by soil environmental factors (moisture, temperature, pH and depth), root growth (rhizosphere effect) and agricultural measures (organic materials input, nitrogen fertilization and straw removal). In this paper, we first introduced the contribution of SIC dissolution to CO 2 emissions from calcareous soils and their driving factors. Second, we reviewed the methods to distinguish two CO 2 sources released from calcareous soils and quantify the 13 C fractionation coefficient between SIC and SIC-derived CO 2 and between SOC and SOC-derived CO 2 , and to partition three CO 2 sources released from soils with plants and organic materials input. Finally, we proposed methods for accurately distinguishing three CO 2 sources released from calcareous soils. This review helps to improve the accuracy of soil C balance assessment in calcareous soils, and also proposes the direction of further investigations on SIC-derived CO 2 emissions responses to abiotic factors and agricultural measures.","['Environment', 'Soil Science & Conservation', 'Ecology']"
doi:10.1007/s42832-022-0155-1,en,Umamification of food facilitates the green transition,"['OriginalPaper', 'Essay']",,"['Environment', 'Soil Science & Conservation', 'Ecology']"
doi:10.1007/s40544-022-0617-6,en,Regulation and control of wet friction of soft materials using surface texturing: A review,"['ReviewPaper', 'Review Article']","Surface texturing is a smart strategy that is commonly used in nature or industry to improve the tribological properties of sliding surfaces. Herein, we focus on the recent research progress pertaining to the wet friction modification of soft elastomers via texturing. To consider the pertinent physical mechanisms, we present and discuss the fundamentals of wet sliding on soft surfaces (including dewetting and wetting transitions in compliant contacts). Subsequently, we consider the methods in which the characteristic textures regulate and control wet sliding behaviors on soft surfaces; these textures range from conventional patterns of dimples to bioinspired architectures and can either positively or adversely impact the interfacial friction force. Furthermore, we briefly address the perspectives, potential applications, and challenges of texture design for modifying the friction characteristics of soft materials.","['Engineering', 'Mechanical Engineering', 'Nanotechnology', 'Tribology, Corrosion and Coatings', 'Physical Chemistry', 'Surfaces and Interfaces, Thin Films']"
doi:10.1007/s41095-021-0263-3,en,Focusing on your subject: Deep subject-aware image composition recommendation networks,"['OriginalPaper', 'Research Article']","Photo composition is one of the most important factors in the aesthetics of photographs. As a popular application, composition recommendation for a photo focusing on a specific subject has been ignored by recent deep-learning-based composition recommendation approaches. In this paper, we propose a subject-aware image composition recommendation method, SAC-Net, which takes an RGB image and a binary subject window mask as input, and returns good compositions as crops containing the subject. Our model first determines candidate scores for all possible coarse cropping windows. The crops with high candidate scores are selected and further refined by regressing their corner points to generate the output recommended cropping windows. The final scores of the refined crops are predicted by a final score regression module. Unlike existing methods that need to preset several cropping windows, our network is able to automatically regress cropping windows with arbitrary aspect ratios and sizes. We propose novel stability losses for maximizing smoothness when changing cropping windows along with view changes. Experimental results show that our method outperforms state-of-the-art methods not only on the subject-aware image composition recommendation task, but also for general purpose composition recommendation. We also have designed a multistage labeling scheme so that a large amount of ranked pairs can be produced economically. We use this scheme to propose the first subject-aware composition dataset SACD, which contains 2777 images, and more than 5 million composition ranked pairs. The SACD dataset is publicly available at https://cg.cs.tsinghua.edu.cn/SACD/ .","['Computer Science', 'Computer Graphics', 'User Interfaces and Human Computer Interaction', 'Artificial Intelligence', 'Image Processing and Computer Vision']"
doi:10.1007/s12273-022-0927-7,en,Monitoring the green evolution of vernacular buildings based on deep learning and multi-temporal remote sensing images,"['OriginalPaper', 'Cover Article']","The increasingly mature computer vision (CV) technology represented by convolutional neural networks (CNN) and available high-resolution remote sensing images (HR-RSIs) provide opportunities to accurately measure the evolution of natural and artificial environments on Earth at a large scale. Based on the advanced CNN method high-resolution net (HRNet) and multi-temporal HR-RSIs, a framework is proposed for monitoring a green evolution of courtyard buildings characterized by their courtyards being roofed (CBR). The proposed framework consists of an expert module focusing on scenes analysis, a CV module for automatic detection, an evaluation module containing thresholds, and an output module for data analysis. Based on this, the changes in the adoption of different CBR technologies (CBRTs), including light-translucent CBRTs (LT-CBRTs) and non-light-translucent CBRTs (NLT-CBRTs), in 24 villages in southern Hebei were identified from 2007 to 2021. The evolution of CBRTs was featured as an inverse S-curve, and differences were found in their evolution stage, adoption ratio, and development speed for different villages. LT-CBRTs are the dominant type but are being replaced and surpassed by NLT-CBRTs in some villages, characterizing different preferences for the technology type of villages. The proposed research framework provides a reference for the evolution monitoring of vernacular buildings, and the identified evolution laws enable to trace and predict the adoption of different CBRTs in a particular village. This work lays a foundation for future exploration of the occurrence and development mechanism of the CBR phenomenon and provides an important reference for the optimization and promotion of CBRTs.","['Engineering', 'Building Construction and Design', 'Engineering Thermodynamics, Heat and Mass Transfer', 'Atmospheric Protection/Air Quality Control/Air Pollution', 'Monitoring/Environmental Analysis']"
doi:10.1007/s40544-022-0599-4,en,Dry friction damping mechanism of flexible microporous metal rubber based on cell group energy dissipation mechanism,"['OriginalPaper', 'Research Article']","Flexible microporous metal rubber (FMP-MR) is a high-damping material that dissipates energy by dry friction through internal spiral metal wires in contact with each other. However, the FMP-MR energy dissipation mechanism is not fully understood owing to its disordered grid interpenetrating structure. In this work, computer-aided preparation technology is used to accurately reconstruct the complex spiral network structure of FMP-MR multipoint random contact, and a cell group model with an energy dissipation mechanism is proposed to obtain the dynamic energy distribution of the contact friction in both space and time dimensions. By judging the effective contact point, a global displacement ablation phenomenon of hooked staggered porous materials is induced. The macro- and micro-equivalent frictions are introduced to effectively explain the characteristics of the strong energy dissipation in FMP-MR under fretting excitation. A real and effective damping hysteresis constitutive model is then constructed to dynamically capture the mapping relationship between the complex nonlinear topological structure effect of the materials and spatial random contact dry friction in real time. The results indicate that the contact behavior between turns of the FMP-MR wire follows a clear quasi-Gaussian distribution under an external load, forcing the topological results to change. The energy dissipation of the materials revealed peak energy consumption lagging behind the loading limit for a certain distance, which can be determined by the effective contact point and contact dry friction slip. The consistency between the quasi-static compression tests and constitutive curves of the model was quantitatively verified through residual analysis. The data demonstrated the differential behavior of the FMP-MR meso-structure to follow a phased growth law during loading with different action mechanisms in the guiding, main growth, and relaxation stages of the energy consumption displacement curve. In summary, these findings provide an acceptable theoretical basis for the damping energy consumption mechanism and lifetime prediction of FMP-MR.","['Engineering', 'Mechanical Engineering', 'Nanotechnology', 'Tribology, Corrosion and Coatings', 'Physical Chemistry', 'Surfaces and Interfaces, Thin Films']"
doi:10.1007/s12273-022-0942-8,en,A modelling method for large-scale open spaces orientated toward coordinated control of multiple air-terminal units,"['OriginalPaper', 'Research Article']","The temperature distribution is always assumed to be homogeneous in a traditional single-input-single-output (SISO) air conditioning control strategy. However, the airflow inside is more complicated and unpredictable. This study proposes a zonal temperature control strategy with a thermal coupling effect integrated for air-conditioned large-scale open spaces. The target space was split into several subzones based on the minimum controllable air terminal units in the proposed method, and each zone can be controlled to its own set-point while considering the thermal coupling effect from its adjacent zones. A numerical method resorting to computational fluid dynamics was presented to obtain the heat transfer coefficients (HTCs) under different air supply scenarios. The relationship between heat transfer coefficient and zonal temperature difference was linearized. Thus, currently available zonal models in popular software can be used to simulate the dynamic response of temperatures in large-scale indoor open spaces. Case studies showed that the introduction of HTCs across the adjacent zones was capable of enhancing the precision of temperature control of large-scale open spaces. It could satisfy the temperature requirements of different zones, improve thermal comfort and at least 11% of energy saving can be achieved by comparing with the conventional control strategy.","['Engineering', 'Building Construction and Design', 'Engineering Thermodynamics, Heat and Mass Transfer', 'Atmospheric Protection/Air Quality Control/Air Pollution', 'Monitoring/Environmental Analysis']"
doi:10.1007/s12273-022-0943-7,en,Numerical evaluation of the use of vegetation as a shelterbelt for enhancing the wind and thermal comfort in peripheral and lateral-type skygardens in highrise buildings,"['OriginalPaper', 'Research Article']","Skygardens or skycourts are a unique architectural intervention in the built environment, enhancing the social, economic, and environmental values of the building. It allows occupants to connect and experience outdoor freshness within a semi-enclosed environment. However, skygardens located on a highrise building may generate intense wind gusts, endangering the safety of occupants. Using a validated computational fluid dynamics model, this study investigates the potential of various vegetative barriers or shelterbelts in attenuating the high wind speeds encountered in such spaces and the impact on wind and thermal comfort. Three skygarden configurations were investigated with and without vegetative barriers, simplified and modelled as porous zones, and their effect was studied on the velocity and temperature profile at the occupants’ level. The results indicate that while hedges and trees can offer resistance to airflow, trees provide higher temperature reduction. However, a combination of vegetative and geometrical barriers provides the most optimal condition in the skygarden. The study has identified the importance of assessing wind attenuation characteristics of tree plantations on highrise skygarden, and the results can be used in designing intervention strategies. Moreover, vegetation can attenuate pollutants and mitigate poor air quality by surface deposition, and future studies should investigate in that direction.","['Engineering', 'Building Construction and Design', 'Engineering Thermodynamics, Heat and Mass Transfer', 'Atmospheric Protection/Air Quality Control/Air Pollution', 'Monitoring/Environmental Analysis']"
