identifier,language,title,genre,abstract,subjects
doi:10.1007/s40544-022-0617-6,en,Regulation and control of wet friction of soft materials using surface texturing: A review,"['ReviewPaper', 'Review Article']","Surface texturing is a smart strategy that is commonly used in nature or industry to improve the tribological properties of sliding surfaces. Herein, we focus on the recent research progress pertaining to the wet friction modification of soft elastomers via texturing. To consider the pertinent physical mechanisms, we present and discuss the fundamentals of wet sliding on soft surfaces (including dewetting and wetting transitions in compliant contacts). Subsequently, we consider the methods in which the characteristic textures regulate and control wet sliding behaviors on soft surfaces; these textures range from conventional patterns of dimples to bioinspired architectures and can either positively or adversely impact the interfacial friction force. Furthermore, we briefly address the perspectives, potential applications, and challenges of texture design for modifying the friction characteristics of soft materials.","['Engineering', 'Mechanical Engineering', 'Nanotechnology', 'Tribology, Corrosion and Coatings', 'Physical Chemistry', 'Surfaces and Interfaces, Thin Films']"
doi:10.1007/s42757-021-0125-3,en,Towards the efficient modelling of trapped air pockets during squeeze flow,"['OriginalPaper', 'Research Article']","In most bonding processes, an adhesive is applied to a substrate in a specific pattern before the second substrate is subsequently pressed against it. During this, the adhesive flows in such a way that, ideally, it completely fills the joint. In practice, however, areas with entrapped air frequently remain in the bonded adhesive layer. Within the scope of a research project, these flows are systematically analyzed in order to identify optimal initial application patterns for the adhesive and substrate geometry to minimise such risks. For this purpose, the authors use an efficient flow model, the partially filled gaps model (PFGM), extended in this study to include the functionality of trapped air pockets. Depending on the volume fractions of air and adhesive, the flow of both phases is computed. Therefore, the model is introduced and fully described, benchmarked with respect to its plausibility and functionality, and results obtained are compared with a CFD calculation. Thereafter, the functionality of openings and closings of the pockets are analyzed. Lastly, the model is then applied to a real scenario created with a Hele–Shaw cell measurement. The benchmark as well as the comparison with the measurement results show the high potential of this technique.","['Engineering', 'Engineering Fluid Dynamics', 'Fluid- and Aerodynamics', 'Environmental Engineering/Biotechnology']"
doi:10.1007/s42757-021-0112-8,en,Numerical assessment of LES subgrid-scale turbulence models for expandable particles in fire suppression,"['OriginalPaper', 'Research Article']","Owing to the well-established Eulerian-Lagrangian framework on mixture fluids, computational fluid dynamics coupled with discrete element model (CFD-DEM) is an effective while appropriate tool to predict the complex interactive fire behaviours associate with suppression effects. Although suppression behaviours between hydrocarbon-fuelled fire and water-based suppression agents were extensively studied both numerically and experimentally, lack of numerical studies was conducted on fires involving water-reactive chemicals (i.e., Na, Li, and LiH), where extinguishment is barely performed by water-based active suppression system, as violent and explosive decomposition occurred between water and reactive fuel. In this research, a numerical investigation has been conducted on expandable graphite (EG) application for water-reactive fire suppression. Based on the discrete phase model (DPM) framework, a novel EG particle model is proposed to characterise the particle expansion that couples with superior thermal properties and chemical stability. A numerical assessment on large eddy simulation (LES) has been performed to study the temporal fire behaviours and the suppression effect of EG against the flame plume in various subgrid-scale (SGS) models. Four SGS models were adopted, which were namely Smagorinsky-Lilly, WALE, dynamic kinetic energy, and dynamic Smagorinsky-Lilly. As a result, the WALE SGS model was observed to be in a better agreement compared with the experimental data owing to its significant enhancement in flow diffusivity modelling. The WALE SGS model has achieved a more accurate temperature prediction and finer resolved turbulence compared with other SGS models.","['Engineering', 'Engineering Fluid Dynamics', 'Fluid- and Aerodynamics', 'Environmental Engineering/Biotechnology']"
doi:10.1007/s40544-022-0624-7,en,On the origin of plasticity-induced microstructure change under sliding contacts,"['OriginalPaper', 'Research Article']","Discrete dislocation plasticity (DDP) calculations are carried out to investigate the response of a single crystal contacted by a rigid sinusoidal asperity under sliding loading conditions to look for causes of microstructure change in the dislocation structure. The mechanistic driver is identified as the development of lattice rotations and stored energy in the subsurface, which can be quantitatively correlated to recent tribological experimental observations. Maps of surface slip initiation and substrate permanent deformation obtained from DDP calculations for varying contact size and normal load suggest ways of optimally tailoring the interface and microstructural material properties for various frictional loads.","['Engineering', 'Mechanical Engineering', 'Nanotechnology', 'Tribology, Corrosion and Coatings', 'Physical Chemistry', 'Surfaces and Interfaces, Thin Films']"
doi:10.1007/s41095-021-0267-z,en,Facial optical flow estimation via neural non-rigid registration,"['OriginalPaper', 'Research Article']","Optical flow estimation in human facial video, which provides 2D correspondences between adjacent frames, is a fundamental pre-processing step for many applications, like facial expression capture and recognition. However, it is quite challenging as human facial images contain large areas of similar textures, rich expressions, and large rotations. These characteristics also result in the scarcity of large, annotated real-world datasets. We propose a robust and accurate method to learn facial optical flow in a self-supervised manner. Specifically, we utilize various shape priors, including face depth, landmarks, and parsing, to guide the self-supervised learning task via a differentiable nonrigid registration framework. Extensive experiments demonstrate that our method achieves remarkable improvements for facial optical flow estimation in the presence of significant expressions and large rotations.","['Computer Science', 'Computer Graphics', 'User Interfaces and Human Computer Interaction', 'Artificial Intelligence', 'Image Processing and Computer Vision']"
doi:10.1007/s40544-021-0600-2,en,Surface deformation under overlapping impacts of solid particles,"['OriginalPaper', 'Research Article']","To improve the accuracy of erosion prediction, the effect of subsequent particles impacting the same area while the first single particle rebounds from the substrate must be considered. This issue has rarely been considered in studies pertaining to erosion damage. In the present study, the ABAQUS software is used to investigate the erosion crater morphology and stress distribution on a target material subjected to overlapping impacts of spherical particles. Subsequently, the validated model is applied to investigate the effect of the overlapping impacts of particles on the target. Accordingly, the correlation between erosion severity and the impact locations of the two incident particles is quantified. The results show that the horizontal distance between two solid particle impact locations can significantly affect the erosion magnitude and pattern. The interactions of the resulting craters diminish when the horizontal distance exceeds 0.6 times the particle diameter. When the horizontal distance is approximately 0.06 times the particle diameter, the energy loss originating from collisions reaches the maximum, which modifies the crater morphology. The present study is expected to provide in-depth insights into erosion mechanisms and erosion modeling.","['Engineering', 'Mechanical Engineering', 'Nanotechnology', 'Tribology, Corrosion and Coatings', 'Physical Chemistry', 'Surfaces and Interfaces, Thin Films']"
doi:10.1007/s40544-021-0590-5,en,Surroundings affect slip length dynamics in nanoscale friction through contact stiffness and damping,"['OriginalPaper', 'Research Article']","Friction force microscopy (FFM) explores the interaction in a sliding contact on the nanoscale, providing information on the frictional dynamics and lateral contact stiffness with lattice resolution. Recent FFM measurements on a NaCl crystal immersed in liquid (ethanol) surroundings displayed an increase of the effective contact stiffness, K eff , with the applied load, differently from similar measurements performed under ultra-high vacuum (UHV) conditions, where K eff showed negligible load dependency. Additionally, under UHV conditions multiple slip length friction with increasing load was reported, while in ethanol surroundings only single (lattice unit length) slips were observed. Our current understanding of this behavior relates the transition from single jumps to multiple jumps dynamics to the normal load (manifested through the amplitude of the interaction potential at the contact, U 0 ) and to the damping of the system. Here we have incorporated the effect of the load dependency on both U 0 and K eff within Prandtl—Tomlinson based simulations, accompanied by variations in the damping coefficient of the system. Introducing the experimentally observed load dependency to K eff resulted indeed in single slip jumps at critical damping, while multiple slip jumps were obtained at constant K eff . The average slip length increased with the normal load, particularly when the system became underdamped. Our work provides a glimpse on the relation between the characteristic observables in atomic-scale sliding friction (maximal slip forces, stiffness, and slip dynamics) with respect to their governing parameters (corrugation energy, effective stiffness, and damping). While common understanding in nanotribology relates the effect of surrounding media mainly to the interaction potential at the contact, here we show that the media can also greatly affect the elastic interaction, and consequently play an important role on the transition from single to multiple stick-slip.","['Engineering', 'Mechanical Engineering', 'Nanotechnology', 'Tribology, Corrosion and Coatings', 'Physical Chemistry', 'Surfaces and Interfaces, Thin Films']"
doi:10.1007/s40544-022-0616-7,en,Typical dampers and energy harvesters based on characteristics of ferrofluids,"['ReviewPaper', 'Review Article']","Ferrofluids are a type of nanometer-scale functional material with fluidity and superparamagnetism. They are composed of ferromagnetic particles, surfactants, and base liquids. The main characteristics of ferrofluids include magnetization, the magnetoviscous effect, and levitation characteristics. There are many mature commercial ferrofluid damping applications based on these characteristics that are widely used in numerous fields. Furthermore, some ferrofluid damping studies such as those related to vibration energy harvesters and biomedical devices are still in the laboratory stage. This review paper summarizes typical ferrofluid dampers and energy harvesting systems from the 1960s to the present, including ferrofluid viscous dampers, ferrofluid inertia dampers, tuned magnetic fluid dampers (TMFDs), and vibration energy harvesters. In particular, it focuses on TMFDs and vibration energy harvesters because they have been the hottest research topics in the ferrofluid damping field in recent years. This review also proposes a novel magnetic fluid damper that achieves energy conversion and improves the efficiency of vibration attenuation. Finally, we discuss the potential challenges and development of ferrofluid damping in future research.","['Engineering', 'Mechanical Engineering', 'Nanotechnology', 'Tribology, Corrosion and Coatings', 'Physical Chemistry', 'Surfaces and Interfaces, Thin Films']"
doi:10.1007/s00376-022-2267-z,en,Ground-Space-Sky Observing System Experiment during Tropical Cyclone Mulan in August 2022,"['News', 'News & Views']","Forecasting tropical cyclone track and intensity is a great challenge for the meteorological community, and safeguarding the life and property of people living near the coast is an important issue. One major reason for challenging forecasts is the lack of observations over the vast oceans. During tropical cyclone Mulan between 8 and 10 August 2022 over the northern part of the South China Sea, the meteorological authority and research institutes of Chinese mainland collaborated with the meteorological service in Hong Kong on conducting the first-ever ground-space-sky observing system experiment on tropical cyclone Mulan. The enhanced targeted observations collected during the experiment include Geostationary Interferometric Infrared Sounder, round-trip radiosondes, and aircraft-launched dropsondes. This paper describes the campaign, technical details of the meteorological models used, and impact of the additional targeted observation data on the tropical cyclone forecast. Ideally, similar enhanced observation campaigns could be conducted in the future, not only in the northern part of the South China Sea, but also in other ocean basins. 缺乏观测数据是台风路径和强度预报面临的一个巨大挑战。2022年8月8−10日间，中国气象局地球系统数值预报中心，联合国家卫星气象中心、国家气象中心、中国气象局大气探测中心，以及中国科学院大气物理研究所大气科学与地球流体力学数值模拟国家重点实验室、复旦大学大气海洋科学系和香港天文台等高校与科研业务单位，在我国南海上空、针对台风木兰（2022）开展了首次地空天观测系统试验。通过风云四号卫星高光谱探测仪、机载下投探空仪、和往返平飘式探空仪获得了宝贵的观测资料。文章对试验方法、试验过程及观测数据对台风实时预报的改进进行了介绍，并以此将推动相关台风观测试验在我国海域的实施。","['Earth Sciences', 'Atmospheric Sciences', 'Meteorology', 'Geophysics/Geodesy']"
doi:10.1007/s00376-022-2164-5,en,A Quantitative Method of Detecting Transient Rossby Wave Phase Speed: No Evidence of Slowing Down with Global Warming,"['OriginalPaper', 'Original Paper']","Based on the Complex Empirical Orthogonal Functions (CEOFs) of bandpass-filtered daily streamfunction fields, a quantitative method of detecting transient (synoptic) Rossby wave phase speed (RWPhS) is presented. The transient RWPhS can be objectively calculated by the distance between a high (or low) center in the real part of a CEOF mode and its counterpart in the imaginary part of the same CEOF mode divided by the time span between two adjacent peaks (or bottoms) of two principal component curves for the real and imaginary parts of that CEOF mode. The new detection method may partly reveal the spatiotemporal heterogeneity of Rossby wave prorogation. Although the mean westerly jet at 200 hPa doubles the speed of its counterpart at 500 hPa, the estimated RWPhS at both levels are around 1000 km d −1 and quantitatively consistent with the quasigeostrophic-theory-based RWPhS, confirming that the meridional potential vorticity gradient induced by the barotropic and baroclinic shears of mean flow, together with the β effect, play an essential role in Rossby wave propagation. Both observations over the past four decades and a 150-year historical simulation suggest no evidence for slowing wintertime transient Rossby waves in the Northern Hemisphere, but possible regional changes are not excluded. We emphasize that not only the mean flow speed, but also the barotropic and baroclinic shears of the mean flow, and their associated contributions to the meridional potential vorticity (PV) gradient, should be considered in investigating the possible change of Rossby waves with global warming. 本文提出了一种定量计算瞬变罗斯贝波相速度（RWPhS）的方法。该方法通过对带通滤波处理后的流函数场做复经验正交函数（CEOF）分解得到CEOF 实部和虚部异常中心对的距离，并将其除以复主分量实部和虚部曲线极值点间隔的时长便得到RWPhS。此方法一定程度上揭示了罗斯贝波传播的时空不均匀性。虽然200 hPa高度上的平均西风急流风速是500 hPa的两倍，但在两个高度上计算得到的RWPhS都约为每天1000 公里，与基于准地转理论得到的RWPhS相一致。这证明了由正压风切变、斜压风切变以及β效应所产生的经向位涡梯度在瞬变罗斯贝波传播中的重要作用。根据40年再分析资料和150年历史模拟结果的计算都说明了北半球冬季瞬变罗斯贝波传播整体上并未减慢，但这并不排除其可能的局地变化。本文强调了在研究罗斯贝波随全球变暖的变化时，除了要考虑平均西风风速变化本身的作用，还应考虑正压风切变和斜压风切变所产生的经向位涡梯度在罗斯贝波传播速度变化中对西风影响的抵消作用。","['Earth Sciences', 'Atmospheric Sciences', 'Meteorology', 'Geophysics/Geodesy']"
doi:10.1007/s00376-022-2091-5,en,Elucidating Dominant Factors Affecting Land Surface Hydrological Simulations of the Community Land Model over China,"['OriginalPaper', 'Original Paper']","In order to compare the impacts of the choice of land surface model (LSM) parameterization schemes, meteorological forcing, and land surface parameters on land surface hydrological simulations, and explore to what extent the quality can be improved, a series of experiments with different LSMs, forcing datasets, and parameter datasets concerning soil texture and land cover were conducted. Six simulations are run for the Chinese mainland on 0.1° × 0.1° grids from 1979 to 2008, and the simulated monthly soil moisture (SM), evapotranspiration (ET), and snow depth (SD) are then compared and assessed against observations. The results show that the meteorological forcing is the most important factor governing output. Beyond that, SM seems to be also very sensitive to soil texture information; SD is also very sensitive to snow parameterization scheme in the LSM. The Community Land Model version 4.5 (CLM4.5), driven by newly developed observation-based regional meteorological forcing and land surface parameters (referred to as CMFD_CLM4.5_NEW), significantly improved the simulations in most cases over the Chinese mainland and its eight basins. It increased the correlation coefficient values from 0.46 to 0.54 for the SM modeling and from 0.54 to 0.67 for the SD simulations, and it decreased the root-mean-square error (RMSE) from 0.093 to 0.085 for the SM simulation and reduced the normalized RMSE from 1.277 to 0.201 for the SD simulations. This study indicates that the offline LSM simulation using a refined LSM driven by newly developed observation-based regional meteorological forcing and land surface parameters can better model reginal land surface hydrological processes. 本文利用不同模式参数化方案、气象强迫和地表参数设计了六个模拟试验，并与观测进行对比分析，揭示了影响中国区域陆面水文要素（土壤湿度、蒸散发和雪深等）模拟的主要因子。结果表明，气象强迫是陆面水文过程模拟的主要影响因子，土壤湿度和雪深的模拟分别与土壤质地信息和陆面模式参数化方案紧密相关。利用新发展的融合观测信息的中国区域气象强迫和地表参数信息驱动陆面模式模拟，显著提高了中国大部分区域陆面水文过程模拟精度，并减少了模拟的不确定性。土壤湿度模拟与观测的相关系数从0.46提高到0.54，雪深模拟与观测的相关系数从0.54提高到0.67；土壤湿度模拟与观测的均方根误差从0.093降低到0.085，雪深模拟与观测的均方根误差从1.277降低到0.201。","['Earth Sciences', 'Atmospheric Sciences', 'Meteorology', 'Geophysics/Geodesy']"
doi:10.1007/s12273-022-0941-9,en,Framework on low-carbon retrofit of rural residential buildings in arid areas of northwest China: A case study of Turpan residential buildings,"['OriginalPaper', 'Research Article']","At present, buildings in arid and hot regions are facing severe challenges of indoor comfort improvement and carbon emission reduction, especially in rural areas. Multi-objective optimization could be an effective tool for tackling the aforementioned challenges. Therefore, this paper proposes a life-cycle optimization framework considering thermal comfort, which is beneficial to promoting residents’ motivation for low-carbon retrofit in arid climate regions. First, in response to the above problems, three objective functions are specified in the framework, which are global warming potential (GWP), life cycle cost (LCC), and thermal discomfort hours (TDH). To improve the optimization efficiency, this research uses Deep Neural Networks (DNN) combined with NSGA-II to construct a high-precision prediction model (meta-model for optimization) based on the energy consumption simulation database formed by the orthogonal multi-dimensional design parameters. The accuracy index of the modified model is R 2 > 0.99, cv(RMSE) ≤ 1%, and NMBE ≤ 0.2%, which gets rid of the dilemma of low prediction accuracy of traditional machine learning models. In the scheme comparison and selection stage, the TOPSIS based on two empowerment methods is applied to meet different design tendencies, where the entropy-based method can avoid the interference of subjective preference and significantly improve the objectivity and scientific nature of decision analysis. Additionally, sensitivity analysis is conducted on the variables, which supports guidance for practitioners to carry out the low-carbon design. Finally, the multi-objective optimization analysis for a farmhouse in Turpan is taken as a case study to evaluate the performance of the framework. The results show that the framework could significantly improve the building performance, with 60.8%, 52.5%, and 14.2% reduction in GWP, LCC, and TDH, respectively.","['Engineering', 'Building Construction and Design', 'Engineering Thermodynamics, Heat and Mass Transfer', 'Atmospheric Protection/Air Quality Control/Air Pollution', 'Monitoring/Environmental Analysis']"
doi:10.1007/s10473-023-0111-x,en,Global Rigidity Theorems for Submanifolds with Parallel Mean Curvature,OriginalPaper,"In this paper, we mainly study the global rigidity theorem of Riemannian submanifolds in space forms. Let M n ( n ≥ 3) be a complete minimal submanifold in the unit sphere S n+p (1). For $$\lambda \in \left[{0,{n \over {2 - 1/p}}} \right)$$ λ ∈ [ 0 , n 2 − 1 / p ) , there is an explicit positive constant C ( n, p , λ), depending only on n, p , λ, such that, if ∫ M S n /2 d M < ∞, ∫ M ( S − λ) + n /2 d M < C ( n, p , λ), then M n is a totally geodetic sphere, where S denotes the square of the second fundamental form of the submanifold and ∫ + = max{0, f }. Similar conclusions can be obtained for a complete submanifold with parallel mean curvature in the Euclidean space R n+p .","['Mathematics', 'Mathematics, general', 'Analysis']"
doi:10.1007/s10473-023-0105-8,en,The Bohr-Type Inequalities for Holomorphic Mappings with a Lacunary Series in Several Complex Variables,OriginalPaper,"In this paper, we mainly use the Fréchet derivative to extend the Bohr inequality with a lacunary series to the higher-dimensional space, namely, mappings from U n to U (resp. U n to U n ). In addition, we discuss whether or not there is a constant term in f , and we obtain two redefined Bohr inequalities in U n . Finally, we redefine the Bohr inequality of the odd and even terms of the analytic function f so as to obtain conclusions for two different higher-dimensional alternating series.","['Mathematics', 'Mathematics, general', 'Analysis']"
