_id,titulo_2,titulo,distance
63ce5a9d572f5b91fb31d4c6,Efficient Multi-Agent Exploration with Mutual-Guided Actor-Critic,Hybrid Actor-Critic Reinforcement Learning in Parameterized Action Space,0.5067086518
63ce5a9d572f5b91fb31d4d3,Efficient Multi-Agent Exploration with Mutual-Guided Actor-Critic,Efficient Multi-Agent Exploration with Mutual-Guided Actor-Critic,2.9999998808
63ce5aea04b1cf5f2650998c,Stock Market Trading Agent Using On-Policy Reinforcement Learning Algorithms,Stock Market Trading Agent Using On-Policy Reinforcement Learning Algorithms,2.9999998808
63ce5aea04b1cf5f26509990,Stock Market Trading Agent Using On-Policy Reinforcement Learning Algorithms,Empirical Demonstration of Stock Paper Trading for Financial Reinforcement Learning,0.9842566848
63ce5afb04b1cf5f26509a66,Stock Market Trading Agent Using On-Policy Reinforcement Learning Algorithms,An Online Kernel-Based Clustering Approach for Value Function Approximation,0.6113664806
63ce5b34a43b94497d342539,Evaluation and Potential Improvements of a Deep Reinforcement Learning Model for Automated Stock Trading,Deep Reinforcement Learning in VizDoom via DQN and Actor-Critic Agents,0.529551886
63ce5b762e9e7716cb9a78cc,Fleet Planning Under Demand and Fuel Price Uncertainty,Reinforcement Learning through Asynchronous Advantage Actor-Critic on a GPU,0.5213267058
63ce5b762e9e7716cb9a78ce,Fleet Planning Under Demand and Fuel Price Uncertainty,Towards Understanding Asynchronous Advantage Actor-critic: Convergence and Linear Speedup,1.1509010494
63ce5b782e9e7716cb9a78e5,Fleet Planning Under Demand and Fuel Price Uncertainty,Fleet Planning Under Demand and Fuel Price Uncertainty,3.0000001788
63ce5bbe8d367abd4d23069b,Resource Allocation Based on Deep Reinforcement Learning with High-Dimensional Matrix Diagram in Multi-Modal Optical Networks,Resource Allocation Based on Deep Reinforcement Learning with High-Dimensional Matrix Diagram in Multi-Modal Optical Networks,3.0
63ce5c065b710c062e99ab1b,Empirical Demonstration of Stock Paper Trading for Financial Reinforcement Learning,Stock Market Trading Agent Using On-Policy Reinforcement Learning Algorithms,0.9842566848
63ce5c065b710c062e99ab1f,Empirical Demonstration of Stock Paper Trading for Financial Reinforcement Learning,The Use of Deep Reinforcement Learning in Tactical Asset Allocation,0.6012264043
63ce5c255b710c062e99accf,Empirical Demonstration of Stock Paper Trading for Financial Reinforcement Learning,Re-planning of Quadrotors Under Disturbance Based on Meta Reinforcement Learning,0.5187074393
63ce5c4effa4da6adc466732,The Use of Deep Reinforcement Learning in Tactical Asset Allocation,Empirical Demonstration of Stock Paper Trading for Financial Reinforcement Learning,0.6012264043
63ce5c4effa4da6adc466733,The Use of Deep Reinforcement Learning in Tactical Asset Allocation,The Use of Deep Reinforcement Learning in Tactical Asset Allocation,2.9999997616
63ce5c6affa4da6adc4668e3,The Use of Deep Reinforcement Learning in Tactical Asset Allocation,Re-planning of Quadrotors Under Disturbance Based on Meta Reinforcement Learning,0.7154255658
63ce5cb22620410e2e2daf05,Machine learning in mental health: a scoping review of methods and applications,MHA: a multimodal hierarchical attention model for depression detection in social media,0.7540691197
63ce5e8241c1d22ddf2e1f75,Global video object segmentation with spatial constraint module,Global video object segmentation with spatial constraint module,3.0000001192
63ce5e8341c1d22ddf2e1f7e,Global video object segmentation with spatial constraint module,Semi-supervised 3D shape segmentation with multilevel consistency and part substitution,0.5744818449
63ce5e9041c1d22ddf2e2034,Global video object segmentation with spatial constraint module,Full-duplex strategy for video object segmentation,0.5052015185
63ce5e9541c1d22ddf2e206b,Global video object segmentation with spatial constraint module,Recurrent Graph Neural Networks for Video Instance Segmentation,0.5047368109
63ce5e9f41c1d22ddf2e20f0,Global video object segmentation with spatial constraint module,Localized Content-Based Image Retrieval Using Semi-Supervised Multiple Instance Learning,0.5047368631
63ce5ecbc7a5faa2e5ca2357,Assessment of simplified momentum equations for free surface flows through rigid porous media,Assessment of simplified momentum equations for free surface flows through rigid porous media,3.0000001788
63ce8077546a4401c9890601,Sphere Face Model: A 3D morphable model with hypersphere manifold latent space using joint 2D/3D training,A lightweight CNN-based algorithm and implementation on embedded system for real-time face recognition,0.784252882
63ce8078546a4401c989060d,Sphere Face Model: A 3D morphable model with hypersphere manifold latent space using joint 2D/3D training,Face Localization in 2D Frontal Face Images Using Luminosity Profiles Analysis,0.5720010996
63ce817d8f92600d4042a7d7,Towards uniform point distribution in feature-preserving point cloud filtering,Point cloud completion via structured feature maps using a feedback network,0.5821778923
63ce81998f92600d4042a8ed,Polygonal finite element-based content-aware image warping,Polygonal finite element-based content-aware image warping,3.0000001192
63ce819a8f92600d4042a8f6,Polygonal finite element-based content-aware image warping,Practical construction of globally injective parameterizations with positional constraints,0.5919579864
63ce81b88f92600d4042aa7a,Polygonal finite element-based content-aware image warping,Deformed shape estimation for flexible composite marine propellers by image registration,0.6354300082
63ce82448f92600d4042b01b,Semi-supervised 3D shape segmentation with multilevel consistency and part substitution,Global video object segmentation with spatial constraint module,0.5744818598
63ce82568f92600d4042b109,Semi-supervised 3D shape segmentation with multilevel consistency and part substitution,Robots Understanding Contextual Information in Human-Centered Environments Using Weakly Supervised Mask Data Distillation,0.7474191487
63ce825a8f92600d4042b13f,Semi-supervised 3D shape segmentation with multilevel consistency and part substitution,Vehicle re-identification based on keypoint segmentation of original image,0.87861678
63ce825b8f92600d4042b14f,Semi-supervised 3D shape segmentation with multilevel consistency and part substitution,Improving the anti-occlusion ability of correlation filter-based trackers via segmentation,0.5306341797
63ce82608f92600d4042b187,Semi-supervised 3D shape segmentation with multilevel consistency and part substitution,Localized Content-Based Image Retrieval Using Semi-Supervised Multiple Instance Learning,0.5545800626
63ce82658f92600d4042b1c8,Semi-supervised 3D shape segmentation with multilevel consistency and part substitution,The segmentation effect of style transfer on fetal head ultrasound image: a study of multi-source data,0.5022970736
63ce826f8f92600d4042b1ea,Bin-scanning: Segmentation of X-ray CT volume of binned parts using Morse skeleton graph of distance transform,Bin-scanning: Segmentation of X-ray CT volume of binned parts using Morse skeleton graph of distance transform,3.0000002384
63ce82708f92600d4042b1f8,Bin-scanning: Segmentation of X-ray CT volume of binned parts using Morse skeleton graph of distance transform,Exploring the characteristics of an optimal design of non-programming plugged learning for developing primary school students’ computational thinking in mathematics,0.5124897361
63ce82898f92600d4042b332,Bin-scanning: Segmentation of X-ray CT volume of binned parts using Morse skeleton graph of distance transform,Computer Vision Based Quality Control for Additive Manufacturing Parts,0.5365129113
63ce829a8f92600d4042b3b5,Foveated rendering: A state-of-the-art survey,Foveated rendering: A state-of-the-art survey,2.9999998808
63ce82b98f92600d4042b549,Foveated rendering: A state-of-the-art survey,Visualization in virtual reality: a systematic review,0.5042838603
63ce82c58f92600d4042b580,Deep unfolding multi-scale regularizer network for image denoising,Deep unfolding multi-scale regularizer network for image denoising,3.0
63ce82c88f92600d4042b5ad,Deep unfolding multi-scale regularizer network for image denoising,Features as Keypoints and How Fuzzy Transforms Retrieve Them,0.6523112953
63ce82d78f92600d4042b663,Deep unfolding multi-scale regularizer network for image denoising,Event-guided Multi-patch Network with Self-supervision for Non-uniform Motion Deblurring,0.5836738944
63ce82d98f92600d4042b681,Deep unfolding multi-scale regularizer network for image denoising,Weakly-supervised object localization with gradient-pyramid feature,0.9617969096
63ce82e58f92600d4042b717,Deep unfolding multi-scale regularizer network for image denoising,Multi-scale lung tissue classification for interstitial lung diseases using learned Gabor filters,0.5105242208
63ce82e68f92600d4042b724,Deep unfolding multi-scale regularizer network for image denoising,Two-channel deep recursive multi-scale network based on multi-attention for no-reference image quality assessment,1.0764778852
63ce82e68f92600d4042b727,Deep unfolding multi-scale regularizer network for image denoising,A deep image prior-based three-stage denoising method using generative and fusion strategies,0.6552032232
63ce82f18f92600d4042b74b,Towards harmonized regional style transfer and manipulation for facial images,Towards harmonized regional style transfer and manipulation for facial images,3.0000001788
63ce831b8f92600d4042b911,Practical construction of globally injective parameterizations with positional constraints,Polygonal finite element-based content-aware image warping,0.5919579864
63ce83548f92600d4042bb7d,Collaborative knowledge management to identify data analytics opportunities in additive manufacturing,Formalisation and Verification of Knowledge Management in Digital Economy and Organisations,0.5830560774
63ce83738f92600d4042bca7,Modeling multi-scale sub-group context for group activity recognition,Modeling multi-scale sub-group context for group activity recognition,2.9999998212
63ce839e8f92600d4042be70,Real Time Facial Emotions Detection of Multiple Faces Using Deep Learning,Real Time Facial Emotions Detection of Multiple Faces Using Deep Learning,2.9999999404
63ce83b68f92600d4042bf9f,Real Time Facial Emotions Detection of Multiple Faces Using Deep Learning,An effective deep learning model for ship detection from satellite images,0.608672902
63ce83b88f92600d4042bfb3,Real Time Facial Emotions Detection of Multiple Faces Using Deep Learning,Import vertical characteristic of rain streak for single image deraining,0.6708981097
63ce83bc8f92600d4042bfe9,Real Time Facial Emotions Detection of Multiple Faces Using Deep Learning,Multiple Predominant Instruments Recognition in Polyphonic Music Using Spectro/Modgd-gram Fusion,0.6159971952
63ce83ca8f92600d4042c039,Fuzzy Transform on 1-D Manifolds,Fuzzy Transform on 1-D Manifolds,3.0000001192
63ce83f68f92600d4042c202,New Approach to Develop Ductile Cast Iron Digital Grade for Automotive Components,New Approach to Develop Ductile Cast Iron Digital Grade for Automotive Components,3.0000001788
63ce84228f92600d4042c3cb,Kubernetes as a Standard Container Orchestrator - A Bibliometric Analysis,Kubernetes as a Standard Container Orchestrator - A Bibliometric Analysis,2.9999998808
63ce844e8f92600d4042c594,Ultra Fast Classification and Regression of High-Dimensional Problems Projected on 2D,Ultra Fast Classification and Regression of High-Dimensional Problems Projected on 2D,2.9999997616
63ce846a8f92600d4042c6e7,Ultra Fast Classification and Regression of High-Dimensional Problems Projected on 2D,Experiments with Trained and Untrained Fusers,0.5400138274
63ce84a48f92600d4042c904,“Pathologist-independent” strategy for T1 colorectal cancer after endoscopic resection,An advantage actor-critic algorithm for robotic motion planning in dense and dynamic scenarios,0.5173952579
63ce84b78f92600d4042c9ee,“Pathologist-independent” strategy for T1 colorectal cancer after endoscopic resection,Causal Logic Programming,0.5773083568
63ce84d38f92600d4042caeb,Scholarly knowledge graphs through structuring scholarly communication: a review,Scholarly knowledge graphs through structuring scholarly communication: a review,2.9999992847
63ce84d68f92600d4042cb09,Scholarly knowledge graphs through structuring scholarly communication: a review,What’s Next?,0.5376435518
63ce84ff8f92600d4042cca8,Exploring the characteristics of an optimal design of non-programming plugged learning for developing primary school students’ computational thinking in mathematics,Bin-scanning: Segmentation of X-ray CT volume of binned parts using Morse skeleton graph of distance transform,0.5124897361
63ce85008f92600d4042ccb3,Exploring the characteristics of an optimal design of non-programming plugged learning for developing primary school students’ computational thinking in mathematics,Exploring the characteristics of an optimal design of non-programming plugged learning for developing primary school students’ computational thinking in mathematics,3.0000004172
63ce852d8f92600d4042ce7b,COVID-CCD-Net: COVID-19 and colon cancer diagnosis system with optimized CNN hyperparameters using gradient-based optimizer,COVID-CCD-Net: COVID-19 and colon cancer diagnosis system with optimized CNN hyperparameters using gradient-based optimizer,3.0000001192
63ce85508f92600d4042d016,COVID-CCD-Net: COVID-19 and colon cancer diagnosis system with optimized CNN hyperparameters using gradient-based optimizer,A deep learning based dual encoder–decoder framework for anatomical structure segmentation in chest X-ray images,0.7052473575
63ce855b8f92600d4042d043,Towards standardizing retinal optical coherence tomography angiography: a review,Towards standardizing retinal optical coherence tomography angiography: a review,3.0000001192
63ce855c8f92600d4042d059,Towards standardizing retinal optical coherence tomography angiography: a review,Distance metric learning for graph structured data,0.5701463446
63ce85658f92600d4042d0c6,Towards standardizing retinal optical coherence tomography angiography: a review,Artificial Intelligence Elements in Data Mining from Remote Experiments,0.5518097356
63ce85b48f92600d4042d3d1,"Overview: Catalysts, Feedstocks in Biodiesel Production","Overview: Catalysts, Feedstocks in Biodiesel Production",2.9999999404
63ce85e18f92600d4042d598,"Interrelation Between the Composition and Near-Infrared Spectra of Milk, Blood Plasma and Rumen Juice of Lactating Cows","Interrelation Between the Composition and Near-Infrared Spectra of Milk, Blood Plasma and Rumen Juice of Lactating Cows",3.0
63ce85e18f92600d4042d599,"Interrelation Between the Composition and Near-Infrared Spectra of Milk, Blood Plasma and Rumen Juice of Lactating Cows",Artificial Neural Network Applied to Near-Infrared Spectra of Raw Milk for Dairy Cow Feeding Management,1.284522146
63ce860e8f92600d4042d75e,Artificial Neural Network Applied to Near-Infrared Spectra of Raw Milk for Dairy Cow Feeding Management,"Interrelation Between the Composition and Near-Infrared Spectra of Milk, Blood Plasma and Rumen Juice of Lactating Cows",1.284522146
63ce860e8f92600d4042d75f,Artificial Neural Network Applied to Near-Infrared Spectra of Raw Milk for Dairy Cow Feeding Management,Artificial Neural Network Applied to Near-Infrared Spectra of Raw Milk for Dairy Cow Feeding Management,2.9999998808
63ce866b8f92600d4042db11,Introduction,Developing a Method for Understanding How to Empower Creativity Through Digital Technologies: The Case of AI,0.5261492729
63ce86c28f92600d4042de72,Modelling of Fuzzy Peterson’s Syllogisms Related to Graded Peterson’s Cube of Opposition,Modelling of Fuzzy Peterson’s Syllogisms Related to Graded Peterson’s Cube of Opposition,2.999999702
63ce86c28f92600d4042de76,Modelling of Fuzzy Peterson’s Syllogisms Related to Graded Peterson’s Cube of Opposition,On Modeling of Fuzzy Peterson’s Syllogisms Using Peterson’s Rules,0.5076264739
63ce86d08f92600d4042df18,Modelling of Fuzzy Peterson’s Syllogisms Related to Graded Peterson’s Cube of Opposition,AMI Screening Using Linguistic Fuzzy Rules,0.5337947384
63ce86db8f92600d4042df96,Modelling of Fuzzy Peterson’s Syllogisms Related to Graded Peterson’s Cube of Opposition,Logical approaches to fuzzy similarity-based reasoning: an overview,0.61910671
63ce86f08f92600d4042e036,A Local Rotation Transformation Model for Vehicle Re-Identification,A Local Rotation Transformation Model for Vehicle Re-Identification,3.0000002384
63ce87528f92600d4042e41b,Computer Navigation and Robotics in Orthopedic Trauma Implantology,The New Hardware Structure of the Emmy II Robot,0.5238234699
63ce87778f92600d4042e57b,On Modeling of Fuzzy Peterson’s Syllogisms Using Peterson’s Rules,Modelling of Fuzzy Peterson’s Syllogisms Related to Graded Peterson’s Cube of Opposition,0.5076264739
63ce87778f92600d4042e57d,On Modeling of Fuzzy Peterson’s Syllogisms Using Peterson’s Rules,On Modeling of Fuzzy Peterson’s Syllogisms Using Peterson’s Rules,3.0000001192
63ce87858f92600d4042e61f,On Modeling of Fuzzy Peterson’s Syllogisms Using Peterson’s Rules,AMI Screening Using Linguistic Fuzzy Rules,0.6416180581
63ce87ff8f92600d4042eabe,Enhancing Efficiency and Quality of Image Caption Generation with CARU,Enhancing Efficiency and Quality of Image Caption Generation with CARU,2.9999999404
63ce882d8f92600d4042ec7e,Machine Learning Applied to Harmonic Functions in Music Composition,Machine Learning Applied to Harmonic Functions in Music Composition,2.9999998808
63ce885a8f92600d4042ee3e,Managing the Complexity of Dialogues in Context: A Data-Driven Discovery Method for Dialectical Reply Structures,Managing the Complexity of Dialogues in Context: A Data-Driven Discovery Method for Dialectical Reply Structures,3.0000002384
63ce88888f92600d4042effe,Rap4DQ: Learning to recommend relevant API documentation for developer questions,Rap4DQ: Learning to recommend relevant API documentation for developer questions,3.0000003576
63ce88b68f92600d4042f1be,An ontology model for maintenance strategy selection and assessment,An ontology model for maintenance strategy selection and assessment,3.0
63ce88c28f92600d4042f247,An ontology model for maintenance strategy selection and assessment,Automated Reasoning Support for Ontology Development,0.5461821109
63ce88cd8f92600d4042f2c9,An ontology model for maintenance strategy selection and assessment,Ontology Generation from Social Networks,0.6574560851
63ce88e48f92600d4042f37e,Media and communication studies in Sweden,Media and communication studies in Sweden,2.9999998212
63ce893e8f92600d4042f6ef,Distance metric learning for graph structured data,Towards standardizing retinal optical coherence tomography angiography: a review,0.5701463446
63ce895a8f92600d4042f832,Distance metric learning for graph structured data,Probabilistic Relaxation Labeling by Fokker-Planck Diffusion on a Graph,0.7263341993
63ce895d8f92600d4042f857,Distance metric learning for graph structured data,Online handwritten scripts classification using fuzzy attributed relational graphs,0.6699996293
63ce899b8f92600d4042fa75,A Rhythmic Activation Mechanism for Soft Multi-legged Robots,A Rhythmic Activation Mechanism for Soft Multi-legged Robots,3.0000001192
63ce89f68f92600d4042fded,A graph-based approach for population health analysis using Geo-tagged tweets,A graph-based approach for population health analysis using Geo-tagged tweets,2.999999702
63ce8a148f92600d4042ff32,A graph-based approach for population health analysis using Geo-tagged tweets,Part machining feature recognition based on a deep learning method,0.6386103332
63ce8a248f92600d4042ff97,What’s Next?,Scholarly knowledge graphs through structuring scholarly communication: a review,0.5376435518
63ce8a268f92600d4042ffa9,What’s Next?,What’s Next?,2.9999998808
63ce8a2a8f92600d4042ffdf,What’s Next?,Extended Algorithm for Travelling Salesman Problem with Conditions in Nodes,0.5563132167
63ce8a408f92600d404300db,What’s Next?,Probabilistic Relaxation Labeling by Fokker-Planck Diffusion on a Graph,0.5369884968
63ce8a7d8f92600d404302ec,Molecular Modelling,An advantage actor-critic algorithm for robotic motion planning in dense and dynamic scenarios,0.5173952579
63ce8a908f92600d404303c9,Molecular Modelling,Causal Logic Programming,0.5773083568
63ce8aaf8f92600d404304d9,Three-Stream Convolutional Neural Network for Human Fall Detection,Three-Stream Convolutional Neural Network for Human Fall Detection,3.0000003576
